code,index,name,page,year_code,year_foundation,prov,dist,prov_code,dist_code,enc_name,source,,lon,lat,jg_id,pop_1900,pop_year
BKV_KMP_STLP,6301Stl,Stulpicani,1256,POP-1910,1910,Bukovina,Kimpolung,63,1,STULPICANI,The Jews numbered 609 in 1910,,47.46666667,25.76666667,-1171595,609,1910
PRU_PSN_SRM,6105Sch_8,Schrimm,1129,JF-15XX,1500,Prussia,Posen,61,5,SREM,Jews first settled in the 16th cent,,52.08333333,17.01666667,-529622,607,1895
PRU_PMM_KLBR,6104Klb,Kolberg,645,JM-1261,1261,Prussia,Pommern,61,4,KOLBERG,Jews are first mentioned in 1261,,54.18333333,15.58333333,-508542,600,1893
PRU_WST_ILW,6103Dts,Deutsch Eylau,307,POP-1722,1722,Prussia,Westpreussen,61,3,DEUTSCH EYLAU,The Jewish community numbered 15 families  in 1722.,,53.6,19.56666667,-504402,60,1895
GLC_BRD_ZVDC,6263Zwd,Zawidcze,,,,Galicia,Brody,62,63,,,,50.3,24.93333333,-1060355,60,1890
PRU_PMM_CHCW,6104Frn,Freienwalde,402,JM-1705,1705,Prussia,Pommern,61,4,FREIENWALDE,There was a Jew living in F. in 1705,,53.45,15.31666667,-496924,60,1880
GLC_BHR_DZVY,6247Dzw,Dzwiniacz,,,,Galicia,Bohorodczany,62,47,,,,48.75,24.41666667,-1038503,6,1880
GLC_GRY_GRYB,6208Gry,Grybow,466,JF-17MX,1750,Bukovina,Grybow,62,8,GRYBOW,A permanent settlement is known from the mid-18th cent,,49.63333333,20.95,-503592,596,1880
GLC_DRH_BRYS,6222Bry,Boryslaw,174,CM-18EX,1800,Galicia,Dolina,62,22,BORYSLAW,The small Jewish community of the early 19th cent,,49.28333333,23.41666667,-1036121,5950,1900
GLC_RHT_STRT,6256Str,Stratyn,1250,JF-16LX,1699,Galicia,Rohatyn,62,56,STRATYN,"Jews, mainly from Rohatyn, settled in the second half of the 17th cent",,49.46666667,24.7,-1055393,593,1880
PRU_WST_WBRZ,6103Wbr,Wabrzezno,1420,CE-1709,1709,Prussia,Westpreussen,61,3,WABZEZNO,A commun ty of 400 existed in 1709,,53.28333333,18.95,-534173,589,1885
PRU_PSN_KZMN,6105Ksc,Koschmin,669,JE-14XX,1400,Prussia,Posen,61,5,KOZMIN,The Jewish settlement dates from the 15th cent,,51.81666667,17.45,-510514,588,1871
GLC_DRH_TRSK,6222Trs,Truskawiec,1336,POP-1880,1880,Galicia,Drohobycz,62,22,TRUSKAWIEC,In 1880 the Jewish pop. stood at 58,,49.28333333,23.5,-1056675,58,1880
GLC_SNT_DZHR,6252Dzr,Dzurkow,,POP-1921,1921,Galicia,Sniatyn,62,52,DZURKOW,The Jewish pop. in 1921 was 100.,,48.4,25.31666667,-1038491,58,1880
PRU_PSN_SWRZ,6105Sch_9,Schwersenz,1270,JF-17EX,1700,Prussia,Posen,61,5,SWARZENDZ,A group of poor Jews from Poznan was invited to settle by the local nobility in the first half of,,52.41666667,17.08333333,-531316,574,1880
GLC_STR_KHYR,6242Chy,Chyrow,,JF-15EX,1500,Galicia,Stare Miasto,62,42,CHYROW,Jews were apparently among the founders of  the town in the first half of the 16th cent,,49.53333333,22.85,-1041891,574,1859
PRU_WST_BRDN,6103Brd,Brodnica,200,JF-1772,1772,Prussia,Westpreussen,61,3,BRODNICA,Jews arrived after the First Partition of  Poland in 1772,,53.25,19.4,-495143,571,1885
GLC_LMN_LMNW,6211Lmn,Limanowa,731,CM-18XX,1800,Galicia,Limanowa,62,11,LIMANOWA,The community became organized in the 19th cent,,49.7,20.43333333,-513421,571,1880
GLC_DRH_DVH,6222Dlh,Dolhe Podbuskie,319,POP-1921,1921,Galicia,Drohobycz,62,22,DOLHE PODBUSKIE,The Jewish pop. in 1921,,49.16666667,23.35,-1037988,57,1880
GLC_ZLS_BLCH,6231Blc,Bilcze Zlote,149,POP-1921,1921,Lwow,Zbaraz,62,31,BILCZE ZLOTE,,,48.78333333,25.86666667,-1035628,57,1870
PRU_PSN_WRNK,6105Wrn,Wronke,1466,JF-15LX,1599,Prussia,Posen,61,5,WRONKI,The first Jews probably settled in the late 16th cent,,52.71666667,16.4,-537105,569,1890
BKV_STR_CHDY,6309Czd,Czudyn,262,CE-1891,1891,Bukovina,Storojinet,63,9,CIUDEI,A Jewish community existed in 1891,,48.05,25.61666667,-1046528,568,1930
GLC_DBR_SZCZ,6205Szc,Szczucin,1276,JF-17LX,1799,Galicia,Dabrowa,62,5,SZCZUCIN,Jews settled in the late 18th cent,,50.3,21.06666667,-531996,566,1880
PRU_WST_CHJN,6103Chj,Chojnice,254,JF-1772,1772,Prussia,Westpreussen,61,3,CHOJNICE,,,53.7,17.56666667,-496992,563,1885
BKV_WZN_DKHT,6306Dkh,Dikhtinets,310,POP-1930,1930,Bukovina,Wiznitz,63,6,DIHTINETI,The Jewish pop. in 1930 was 56.,,48.05,25.03333333,-1037755,56,1930
PRU_OST_ZNMN,6102Whl,Wehlau,1436,X,X,Prussia,Ostpreussen,61,2,WEHLAU,,,54.61666667,21.21666667,-3048110,56,1880
PRU_WST_LBW,6103Lb,Lobau,132,,,Prussia,Westpreussen,61,3,LUBAWA,,,53.5,19.75,-514175,553,1880
GLC_NDW_MYKL,6253Myk,Mykulychyn,822,JF-18LX,1899,Galicia,Nadworna,62,53,MIKULICZYN,Jewish settlement began in the late 19th cent,,48.41666667,24.6,-1046700,552,1921
PRU_PSN_PLSZ,6105Pls,Pleschen,1000,JE-15XX,1500,Prussia,Posen,61,5,PLESZEW,Though Jews settled in the environs of P. from the 16th cent,,51.9,17.8,-522234,550,1895
PRU_PMM_BYTW,6104Btw,Buetow,220,JF-1720,1720,Prussia,Pommern,61,4,BUETOW,Jews began to settle in B. after 1720.,,54.16666667,17.5,-496474,550,1889
GLC_BRZ_JSNC,6262Jsn,Jasienica Rosielna,565,POP-1880,1880,Galicia,Brzozow,62,62,JASIENICA ROSIELNA,The Jewish pop. reached a peak of 546,,49.75,21.95,-505302,546,1900
PRU_PSN_LWWK,6105Nst,Neustadt bei Pinne,775,JF-15LX,1599,Prussia,Posen,61,5,LWOWEK,Jews settled in the late 16th cent,,52.45,16.18333333,-514812,540,1871
PRU_OST_WGRZ,6102Ang,Angerburg,45,POP-1843,1843,Prussia,Ostpreussen,61,2,ANGERBURG,The Jewish pop. grew from 27 in 1843,,54.21666667,21.73333333,-534627,54,1880
PRU_OST_KLNN,6102Kng,Koenigsberg,641,JF-17EX,1700,Prussia,Ostpreussen,61,2,KOENIGSBERG,,,54.71666667,20.5,-2918852,5324,1880
PRU_WST_STRG,6103Str,Starogard,1237,JF-1772,1772,Prussia,Westpreussen,61,3,STAROGARD,Jews only settled permanently after the Prussian annexation in 1772.,,53.96666667,18.55,-530010,529,1885
GLC_BL_BLSK,6201Bls,Bielsko Biala,146,JF-1772,1772,Galicia,Biala,62,1,BIELSKO BIALA,,,49.81666667,19.03333333,-493705,5271,1921
PRU_WST_ZLTW,6103Flt,Flatow,384,JM-1564,1564,Galicia,Wieliczka,61,3,FLATOW,Jews are first mentioned in 1564,,53.35,17.05,-539908,524,1880
GLC_BRS_KDRY,6220Kdr,Kudrynce,,,,Galicia,Borszczow,62,20,,,,49.38333333,26.76666667,-1044040,52,1921
PRU_SCH_LWWK,6101Lwn_2,Loewenberg,745,JE-13MX,1350,Prussia,Schlesien,61,1,LOEWENBERG,"Lower Sile sia, Germany, today Poland. Jews inhabited a Street of the Jews by the mid-14th cent",,51.11666667,15.58333333,-514813,52,1840
GLC_NWY_NWYS,6215Nwy,Nowy Sacz,,JE-14LX,1499,Galicia,Nowy Sacz,62,15,NOWY SONCZ,Jews are recorded from the end of the 15th cent,,49.63333333,20.71666667,-519123,5163,1880
PRU_WST_TCZW,6103Tcz,Tczew,1299,JE-14LX,1499,Prussia,Westpreussen,61,3,TCZEW,Jewish merchants were present from the late 15th cent,,54.1,18.8,-532743,515,1887
GLC_PLZ_BRZS,6276Brz,Brzostek,207,JF-17LX,1799,Galicia,Pilzno,62,76,BRZOSTEK,Jews first settled in the late 18th cent,,49.88333333,21.41666667,-495653,514,1910
PRU_OST_PRVD,6102Frd,Friedland,404,POP-1880,1880,Prussia,Ostpreussen,61,2,FRIEDLAND,The Jewish pop. was 51 in 1880 and 37  in 1905.,,54.45,21.01666667,-2987502,51,1880
GLC_NWY_MCJW,6215Lbw,Labowa,698,POP-1880,1880,Galicia,Nowy Sacz,62,15,LABOWA,The Jews numbered 221,,49.53333333,20.86666667,-514919,51,1880
PRU_SCH_WNSK,6101Wnz,Winzig,,JE-1815,1815,Prussia,Schlesien,61,1,WINZIG,A Jewish family was present by 1815,,51.46666667,16.63333333,-535671,51,1862
PRU_SCH_STRZ,6101Grs,Gross Strehlitz,462,JE-1812,1812,Prussia,Schlesien,61,1,GROSS STREHLITZ,There is no evidence of  a Jewish presence before 1812.,,50.51666667,18.3,-530753,509,1880
GLC_BCH_NPLM,6202Npl,Niepolomice,892,JE-17MX,1750,Galicia,Bochnia,62,2,NIEPOLOMICE,Jews are known from the mid-18th cent,,50.03333333,20.23333333,-518285,507,1900
PRU_WST_SWC,6103Swc,Swiecie,1270,CM-18XX,1800,Prussia,Westpreussen,61,3,SWIECIE,A community was organized in the 19th cent,,53.41666667,18.45,-531429,497,1885
PRU_WST_CZLC,6103Sch,Schlochau,1147,POP-1831,1831,Prussia,Westpreussen,61,3,SCHLOCHAU,"In 1831, 364 Jews were living in S",,53.66666667,17.36666667,-498456,495,1880
PRU_PSN_WRZS,6105Wrs,Wreschen,1466,JE-13MX,1350,Prussia,Posen,61,5,WRZESNIA,Jews were present from the founding of the town in the mid 14th cent,,52.31666667,17.58333333,-537153,490,1905
PRU_WST_LDZB,6103Ldz,Lidzbark,728,JF-1772,1772,Prussia,Westpreussen,61,3,LIDZBARK,Jews probably settled after the annexation to Prussia in 1772,,53.26666667,19.81666667,-513376,489,1885
GLC_KLB_WDLK,6226Wdl,Widelka,,,,Galicia,Kolbuszowa,62,26,,,,50.2,21.88333333,-534836,487,1880
GLC_JRS_JRSL,6224Jrs,Jaroslaw,563,JM-1464,1464,Galicia,Jaroslaw,62,24,JAROSLAW,Jews are first mentioned in 1464,,50.01666667,22.68333333,-505210,4820,1890
GLC_HST_HSYT,6268Hst,Husiatyn,536,JF-15XX,1500,Galicia,Husiatyn,62,68,HUSIATYN,Jew were among the first settlers in the town in the 16th cent,,49.06666667,26.21666667,-1039957,4801,1900
BKV_KTZ_DVYD,6305Dvd,Davidesti,298,JF-18XX,1800,Bukovina,Kotzman,63,5,DAVIDESTI,Jews settled in the 19th cent,,48.48333333,25.7,-1037543,48,1930
PRU_PMM_GLCZ,6104Glz,Guelzow,467,JM-1705,1705,Prussia,Pommern,61,4,GUELZOW,A Jew is first mentioned in 1705,,53.81666667,14.98333333,-502163,48,1905
GLC_MYS_ZWJ,6212Zwj,Zawoja,1493,JF-16EX,1600,Galicia,Nadworna,62,12,ZAWIA,J. settlement probably commenced in the 17th cent,,49.66666667,19.56666667,-539081,48,1890
GLC_MYS_RBK,6212Rbk,Rabka,1043,JF-18LX,1899,Galicia,Myslenice,62,12,RABKA,Jews arrived in the second half of the 19th cent,,49.61666667,19.95,-524684,48,1880
PRU_SCH_SWTC,6101Sch,Schwientochlowitz,1272,POP-1861,1861,Prussia,Schlesien,61,1,SWIETOCHLOWICE,Jews numbered 48 in 1861,,50.28333333,18.91666667,-531573,48,1861
GLC_BRZ_BRZH,6203Brz,Brzezany,206,JF-1530,1530,Prussia,Brzezany,62,3,BRZEZANY,Jews may have been among the first settlers in the town when it was founded in 1530,,49.45,24.93333333,-1035414,4712,1880
PRU_OST_OLSZ,6102All,Allenstein,29,JE-1819,1819,Prussia,Ostpreussen,61,2,ALLENSTEIN,First evidence of a Jewish presence dates from 1819.,,53.78333333,20.48333333,-519859,471,1905
GLC_CHR_SZCZ,6204Szc,Szczakowa,1275,JF-17LX,1799,Galicia,Chrzanow,62,4,SZCZAKOWA,Jews first arrived in the late 18th cent,,50.23333333,19.28333333,-531841,469,1910
BKV_STR_ZHDV,6309Zdw,Zadowa,557,CE-1890,1890,Galicia,Storojineti,63,9,JADOVA,A Jewish community existed here from 1890,,48.2,25.51666667,-1060613,468,1930
PRU_PSN_LBZN,6105Lbs_2,Lobsens,739,JF-14LX,1499,Prussia,Posen,61,5,LOBZENICA,Jews apparently settled in the late 15th cent,,53.26666667,17.26666667,-513898,467,1881
GLC_RPC_WLPL,6276Wlp,Wielopole Skrzynskie,1443,JF-16LX,1699,Galicia,Rudki,62,76,WIELOPOLE SKRZYNSKIE,The first Jews arrived in the late 17th cent,,49.95,21.61666667,-535108,465,1890
PRU_SCH_NYS,6101Nss,Neisse,880,JF-13EX,1300,Prussia,Schlesien,61,1,NEISSE,Jews arrived in the first half of the 14th cent,,50.46666667,17.33333333,-519190,464,1861
PRU_WST_CHLM,6103Chl,Chelmno,244,JF-1772,1772,Prussia,Westpreussen,61,3,CHELMNO,Jewish settlement began after the annexation to Prussia in 1772.,,53.35,18.43333333,-496752,463,1895
GLC_DBR_RYBT,6221Ryb,Rybotycze,1108,JM-1630,1630,Galicia,Dobromil,62,21,RYBOTYCZE,Jews are first mentioned in 1630,,49.65,22.65,-526685,459,1880
PRU_PMM_SZCZ2,6104Nst,Neustettin,886,JE-1718,1718,Prussia,Pommern,61,4,NEUSTETTIN,In 1718 there were three Jewish fam ilies in N.,,53.71666667,16.7,-531884,455,1880
PRU_PMM_SZCZ2,6104Nst_2,Neustettin,886,JE-1718,1718,Prussia,Pommern,61,4,NEUSTETTIN,In 1718 there were three Jewish fam ilies in N.,,53.71666667,16.7,-531884,455,1880
PRU_PSN_KBYL2,6105Kbl,Kobilin,639,CM-1827,1827,Prussia,Posen,61,5,KOBYLIN,An organized community is mentioned in 1827,,51.71666667,17.23333333,-508267,452,1857
GLC_ZLS_ZLSH,6261Zls,Zaleszczyki,1486,JF-17EX,1700,Galicia,Zaleszczyki,62,61,ZALESZCZYKI,Jews were apparently among the founders of the town in the early 18th cent,,48.65,25.73333333,-1060041,4513,1890
PRU_SCH_JLNG,6101Hrs,Hirschberg im Riesengebirge,,JE-13EX,1300,Prussia,Schlesien,61,1,HIRSCHBERG IM  RIESENGEBIRGE,Jews were present in the first half of the 14th cent,,50.9,15.73333333,-505724,450,1880
GLC_PDH_BRKN,6269Brk,Burkanow,223,POP-1921,1921,Galicia,Podhajce,62,69,BURKANOW,The Jewish pop. in 1921 was 110.,,49.28333333,25.38333333,-1036638,45,1880
GLC_SNK_WSLK,6240Wsl,Wislok Wielki,,,,Galicia,Sanok,62,40,,,,49.4,21.98333333,-535725,45,1880
PRU_SCH_BRZG,6101Brg,Brieg,198,JF-13XX,1300,Prussia,Schlesien,61,1,BRIEG,Jews settled in the 14th cent,,50.85,17.46666667,-495435,448,1885
PRU_WST_ELBL,6103Elb,Elbing,359,JM-1707,1707,Prussia,Westpreussen,61,3,ELBING,,,54.16666667,19.38333333,-500718,445,1905
GLC_LNC_GRDZ,6227Grd,Grodzisko Dolne,459,JF-17LX,1799,Galicia,Lancut,62,27,GRODZISKO DOLNE,Jews were among the town’s first settlers in the second half of 18th cent,,50.16666667,22.46666667,-503425,444,1870
GLC_SMB_SMBR,6239Smb,Sambor,1130,JM-1447,1447,Galicia,Sanok,62,39,SAMBOR,The Jewish settlement is first mentioned in 1447,,49.51666667,23.2,-1052978,4427,1880
GLC_ZLC_SKVR,6275Skw,Skwarzawa,,,,Galicia,Zloczow,62,75,,,,49.86666667,24.75,-1054229,44,1880
GLC_KLS_KLSH,6249Kls,Kalusz,588,JF-15MX,1550,Galicia,Kalusz,62,49,KALUSZ,Jewish settlement dates from the mid-16th cent,,49.01666667,24.36666667,-1040700,4363,1897
BKV_KMP_MLDV,6301Mld,Moldovita,843,CF-1930,1930,Bukovina,Kimpolung,63,1,MOLDOVITA,An independ ent community was founded in 1930,,47.68333333,25.53333333,-1164579,436,1930
PRU_PSN_JRCN,6105Jrc,Jarocin,563,JF-17LX,1799,Prussia,Posen,61,5,JAROCIN,"The town’s proprietor, Jan Radolinski, invited the Jews to settle in the second half of  the 18th",,51.96666667,17.51666667,-505200,435,1871
PRU_PSN_STRZ,6105Str,Strelno,1255,JF-1772,1772,Prussia,Posen,61,5,STRZELNO,Jews first settled after the annexation to Prussia in 1772,,52.63333333,18.2,-530777,432,1885
PRU_SCH_RYBN,6101Ryb,Rybnik,1108,CM-18XX,1800,Prussia,Schlesien,61,1,RYBNIK,The Jewish settlement began to develop in the 19th cent,,50.11666667,18.53333333,-526661,432,1869
PRU_SCH_LBLN,6101Lbl,Lublinitz,756,JF-17XX,1700,Prussia,Schlesien,61,1,LUBLINIEC,Jews arrived in the 18th cent,,50.66666667,18.68333333,-514342,432,1861
PRU_WST_KSCR,6103Brn,Berent,87,JF-18EX,1800,Prussia,Westpreussen,61,3,BARAND,Jews settled in the late 19th cent,,54.11666667,17.98333333,-509929,431,1865
BKV_KTZ_DRSH,6301Drs,Dorosauti,324,POP-1930,1930,Galicia,Kotzman,63,1,DOROSAUTI,,,48.58333333,25.88333333,-1038105,43,1930
GLC_KMN_SKLY,6267Skl,Sokole,1211,JF-15EX,1500,Galicia,Kamionka Strumilowa,62,67,SOKOLKA,Jews possibly settled in the latter half of the 16th cent,,50.06666667,24.5,-1054605,43,1880
GLC_HRD_HRDN,6250Hrd,Horodenka,528,JE-15LX,1599,Galicia,Horodenka,62,50,HORODENKA,Jews are first recorded in the second half of the 16th cent,,48.66666667,25.5,-1039416,4255,1900
PRU_PSN_OSTR2,6105Sch,Schildberg,954,JE-16MX,1650,Prussia,Posen,61,5,OSTRZESZOW,Jews were probably present by the mid-17th cent,,51.41666667,17.95,-520642,422,1885
GLC_SNT_SNYT,6252Snt,Sniatyn,1206,JM-1563,1563,Galicia,Sniatyn,62,52,SNIATYN,Jewish settlers are mentioned in 1563,,48.45,25.56666667,-1054484,4206,1900
GLC_HRD_TYSH,6250Tys,Tyszkowce,1353,POP-1921,1921,Galicia,Horodenka,62,50,TYSZKOWCE,The Jewish pop. in 1921 was 129.,,48.7,25.36666667,-1056980,42,1880
GLC_SNT_RZHN,6252Rzn,Roznow,1102,JE-19EX,1900,Galicia,Sniatyn,62,52,ROZNOW,"The Jewish pop., growing mainly in the early 20th cent",,48.36666667,25.23333333,-1052521,418,1921
PRU_PSN_SZBN,6105Sch_10,Schubin,1281,JF-17EX,1700,Prussia,Posen,61,5,SZUBIN,Jews settled in the first half of the 18th cent,,53.01666667,17.75,-532318,418,1873
GLC_STR_STRS,6242Str_2,Stara Sol,1236,JE-16EX,1600,Galicia,Stare Miasto,62,42,STARA SOL,Jews were present from the early 17th cent,,49.48333333,22.96666667,-1054984,416,1880
GLC_SNK_TYRW,6240Tyr,Tyrawa Woloska,1353,JF-17XX,1700,Galicia,Sanok,62,40,TYRAWA WOLOSKA,Jews settled in the 18th cent,,49.58333333,22.36666667,-533824,415,1900
GLC_LMN_MSZN,6211Msz,Mszana Dolna,852,JM-18LX,1899,Galicia,Limanowa,62,11,MSZANA DOLNA,Jews are first mentioned in the late 19th cent,,49.68333333,20.08333333,-517537,410,1921
GLC_DLN_SVRY,6248Swr,Swaryczow,,,,Galicia,Dolina,62,48,,,,48.96666667,24.18333333,-1055731,41,1921
PRU_SCH_KLCZ,6101Krz,Kreuzburg,677,JM-1414,1414,Prussia,Schlesien,61,1,KREUZBURG,Jews are first mentioned in 1414,,50.98333333,18.21666667,-508105,406,1869
GLC_ZLC_ZLCH,6275Zlc,Zloczow,1515,JF-16EX,1600,Bukovina,Zolkiew,62,75,ZLOCZOW,Jewish settlement dates from the early 17th cent,,49.8,24.9,-1060974,4046,1890
GLC_WLC_DBCZ,6218Dbc,Dobczyce,,JM-1564,1564,Galicia,Wieliczka,62,18,DOBCZYCE,Jews are first mentioned in 1564,,49.86666667,20.08333333,-499526,404,1910
PRU_PSN_MLSL,6105Ebl,Eibelstadt,355,JE-1583,1583,Prussia,Posen,61,5,EIBELSTADT,A J. set- tlement existed from 1583,,52.2,17.5,-516667,403,1871
GLC_PDH_PDHY,6269Pdh,Podhajce,1007,JE-14EX,1400,Galicia,Podhajce,62,69,PODHAJCE,Jews were present in the early 15th cent,,49.26666667,25.13333333,-1050871,4012,1880
PRU_PSN_KPN,6105Kmp,Kempen,614,JF-1674,1674,Prussia,Posen,61,5,KEMPNO,Jews settled in 1674,,51.28333333,17.98333333,-507497,4000,1840
GLC_WLC_KLSN,6218Kls,Klasno,632,JF-18EX,1800,Galicia,Wieliczka,62,18,KLADNO,Jews settled in the early 19th cent,,49.96666667,20.06666667,A0035,400,1921
PRU_PMM_SWDW,6104Sch,Schivelbein,1147,JM-1700,1700,Prussia,Pommern,61,4,SCHIVELBEIN,Mention of the first Jewish family in S. occurs after 1700.,,53.76666667,15.78333333,-531405,400,1890
PRU_SCH_MJSC,6101Std,Stadtel,,,,Prussia,Schlesien,61,1,,,,50.95,17.78333333,-516309,40,1885
GLC_BRD_UVYN,6263Uzv,Uzvin,1369,POP-1765,1765,Galicia,Brody,62,63,UZVIN,Jews numbered 40 in 1765,,50.35,24.91666667,-1057295,40,1880
GLC_CSZ_LPSK,6230Lps,Lipsko,736,JF-16XX,1600,Galicia,Cieszanow,62,30,LIPSKO,Jews settled in the 17th cent,,50.35,23.33333333,-513743,399,1880
PRU_PSN_KRNK,6105Krn,Kurnik,659,JM-16LX,1699,Prussia,Posen,61,5,KORNIK,Jews are first mentioned in the late 17th cent,,52.25,17.1,-509802,399,1871
GLC_GRL_BCZ,6222Bcz,Biecz,143,JE-17XX,1700,Galicia,Gorlice,62,22,BIECZ,Only under Austrian rule in the 18th cent,,49.73333333,21.25,-493535,397,1880
GLC_PDH_ZVLV,6269Zwl,Zawalow,1493,JE-15MX,1550,Galicia,Pommern,62,69,ZAWALOW,Jews were among the mid-16th cent,,49.2,25.03333333,-1060342,396,1890
PRU_PSN_OBRN,6105Obr,Obornik,923,JF-15EX,1500,Prussia,Posen,61,5,OBORNIKI,Jews first settled in the first half of the 16th cent,,52.65,16.81666667,-519253,395,1878
PRU_WST_NWMS,6103Nmr,Neumark,907,JE-16EX,1600,Prussia,Westpreussen,61,3,NOWE MIASTO,The 17th cent. community was apparently wiped out in the Chmielnicki,,53.41666667,19.6,-518856,391,1871
BKV_SDG_SDHR,6303Sdg,Sadagura,1117,JF-1770,1770,Bukovina,Sambor,63,3,SADAGURA,"In 1770, Jews working in the Russian coin minting plant were among the founders of S.",,48.35,25.96666667,-1052863,3888,1880
GLC_MYS_MYSL,6212Mys,Myslenice,863,POP-1860,1860,Galicia,Myslenice,62,12,MYSLENICE,Jews began to settle with the end of residence restrictions in 1860,,49.83333333,19.93333333,-517651,386,1880
GLC_NDW_LNCH,6253Lnc,Lanczyn,702,POP-18XX,1800,Galicia,Nadworna,62,53,LANCZYN,The small community numbered 383,,48.55,24.75,-1044405,383,1921
GLC_PRZ_SVRZ,6270Svr,Svirz,1272,JM-1563,1563,Galicia,Przeworsk,62,70,SWIRZ,Jews are first mentioned in 1563,,49.65,24.43333333,-1055801,381,1880
GLC_LSK_SRDN,6229Srd,Seredne,1163,JF-17EX,1700,Galicia,Lisko,62,29,SEREDNE,Jews probably settled in the first half of the 18th cent,,49.5,22.51666667,-527524,38,1880
BKV_WZN_PTYL,6306Pty,Putyla,1040,JF-18LX,1899,Bukovina,Wiznitz,63,6,PUTILA,Jews settled in the late 19th cent,,48,25.08333333,-1051823,379,1930
PRU_PSN_OBRZ,6105Obr_2,Obersitzko,923,CE-1793,1793,Prussia,Posen,61,5,OBRZYCKO,A Jewish community of 476 existed at the time of the annexation to Prussia in 1793,,52.7,16.53333333,-519313,379,1871
PRU_PSN_MDZY,6105Msr,Meseritz,812,JM-1507,1507,Prussia,Posen,61,5,MESERITZ,The first documented reference to Jews dates from 1507,,52.43333333,15.58333333,-516297,377,1880
GLC_WDW_ZTR,6217Ztr,Zator,1492,CM-MA,MA,Galicia,Westpreussen,62,17,ZATOR,"The small community was one of the 61 existing in Poland at the end of the Middle Ages, its pop. ...",,49.98333333,19.45,-538878,376,1895
GLC_WLC_GDW,6218Gdw,Gdow,,POP-1880,1880,Galicia,Wieliczka,62,18,GDOW,The Jewish pop. numbered 376 in 1880 and 245,,49.91666667,20.2,-501412,376,1880
BKV_SCZ_SCV,6310Scz,Suczawa,1259,JF-14XX,1400,Galicia,Tarnobrzeg,63,10,SUCEAVA,Jews first settled in the 15th cent,,47.63333333,26.25,-1171644,3751,1890
GLC_PDH_VYSH,6269Wsn,Wisniowczyk,,,,Galicia,Podhajce,62,69,,,,49.23333333,25.36666667,-1058360,375,1880
PRU_SCH_SMNW,6101Smn,Siemianowitz,1179,POP-1870,1870,Prussia,Schlesien,61,1,SIEMIANOWICE SLASKIE,Jews numbered 367 in 1870,,50.3,19.03333333,-527800,367,1870
GLC_NDW_NDVR,6253Ndw,Nadworna,867,CF-17LX,1799,Galicia,Nadworna,62,53,NADWORNA,The Jewish community developed from the late 18th cent,,48.63333333,24.58333333,-1047320,3644,1900
GLC_ZBR_ZBRZ,6274Zbr,Zbaraz,1495,JF-14LX,1499,Galicia,Zloczow,62,74,ZBARAZ,Jewish settlement dates from the late 15th cent,,49.66666667,25.78333333,-1060414,3631,1890
PRU_OST_CHRN,6102Ins,Insterburg,549,JF-1834,1834,Prussia,Ostpreussen,61,2,INSTERBURG,The first Jew settled in I. in 1834,,54.63333333,21.81666667,-2898062,363,1880
GLC_DBR_RDGS,6205Rdg,Radgoszcz,1045,POP-1875,1875,Galicia,Dabrowa,62,5,RADGOSZCZ,Jews numbered 363 in 1875,,50.2,21.11666667,-524803,363,1875
GLC_CHR_CHRZ,6204Chr,Chrzanow,257,JF-18EX,1800,Galicia,Chrzanow,62,4,CHRZANOW,The Jews settled in the late 19th cent,,50.13333333,19.4,-497247,3591,1880
BKV_WZN_MYHV,6306Mhv,Mihova,822,JF-18LX,1899,Bukovina,Wiznitz,63,6,MIHOVA,Jews settled in the late 19th cent,,48.15,25.36666667,-1046548,356,1880
GLC_RHT_RHTY,6256Rht,Rohatyn,1086,CM-15MX,1550,Galicia,Rohatyn,62,56,ROHATYN,The Jewish community dates from the mid-16th cent,,49.41666667,24.61666667,-1052282,3503,1890
PRU_OST_CHRN2,6102Eyd,Eydtkuhnen,375,POP-1880,1880,Prussia,Ostpreussen,61,2,EYDTKUHNEN,The Jewish community numbered 347  in 1880.,,54.63333333,22.73333333,-2898152,347,1880
GLC_BRS_SKLP,6220Skl,Skala,1188,JM-1570,1570,Galicia,Borszczow,62,20,SKALA,Jews are mentioned from 1570,,48.85,26.2,-1054146,3449,1880
PRU_PSN_LSZN,6105Lss,Lissa,724,JF-1534,1534,Prussia,Posen,61,5,LESZNO,Jews may have settled as early as 1534,,51.85,16.58333333,-513225,3446,1840
BKV_WZN_VYZH,6306Wzn,Wizna,1452,POP-1765,1765,Bukovina,Wiznitz,63,6,WIZNA,In 1765 W. had 16 J. families,,48.21666667,25.16666667,-1058424,339,1880
GLC_PRZ_DNYV,6270Dnj,Dunajow,345,JE-16XX,1600,Galicia,Przemyslany,62,70,DUNAJOW,Though Jews were present from the 17th cent,,49.61666667,24.83333333,-1038361,338,1900
PRU_SCH_OLSN,6101Ols,Oels,929,JF-1329,1329,Prussia,Schlesien,61,1,OELS,Jewish settlement commenced no later than 1329,,51.2,17.38333333,-519691,335,1885
BKV_RDT_VCVD,6308Wkw,Wikow Ober,1390,JE-1782,1782,Galicia,Radautz,63,8,VICOVUL DE SUS,There were 42 Jews here in 1782,,47.93333333,25.68333333,-1174511,334,1930
