country,province,city,year,field,value
HUN,Somogy,NAGYBAJOM,1861,school,TRUE
HUN,Somogy,NAGYBAJOM,1878,synagogues,TRUE
HUN,Somogy,NEMESDED,,initial_jewish_settlement,1780
HUN,Somogy,NEMESDED,,formal_community_foundation,
HUN,Somogy,NEMESDED,1880,jewish_population,101
HUN,Somogy,NEMESDED,1930,jewish_population,40
HUN,Somogy,NEMESDED,,date_of_deportation,5/1/1944
HUN,Somogy,SOMOGYSZIL,,initial_jewish_settlement,17LX
HUN,Somogy,SOMOGYSZIL,,formal_community_foundation,1810
HUN,Somogy,SOMOGYSZIL,1869,jewish_population,394
HUN,Somogy,SOMOGYSZIL,1941,jewish_population,40
HUN,Somogy,SOMOGYSZIL,,date_of_deportation,7/1/1944
HUN,Somogy,SOMOGYSZIL,1835,synagogues,TRUE
HUN,Somogy,SOMOGYSZIL,1860,school,TRUE
HUN,Somogy,SZIGETVAR,,initial_jewish_settlement,16XX
HUN,Somogy,SZIGETVAR,,formal_community_foundation,
HUN,Somogy,SZIGETVAR,1880,jewish_population,713
HUN,Somogy,SZIGETVAR,1941,jewish_population,263
HUN,Somogy,SZIGETVAR,,date_of_deportation,7/1/1944
HUN,Somogy,SZIGETVAR,1821,synagogues,TRUE
HUN,Somogy,SZIGETVAR,1857,synagogues,TRUE
HUN,Somogy,SZIGETVAR,1879,school,TRUE
HUN,Somogy,TAB,,initial_jewish_settlement,17EX
HUN,Somogy,TAB,,formal_community_foundation,
HUN,Somogy,TAB,1869,jewish_population,646
HUN,Somogy,TAB,1941,jewish_population,495
HUN,Somogy,TAB,,date_of_deportation,7/3/1944
HUN,Somogy,TAB,1862,school,TRUE
HUN,Somogy,TAB,1897,synagogues,TRUE
HUN,Somogy,TAB,,pre_deportation_population,495
FRA,Somme,AMIENS,,initial_jewish_settlement,18EX
FRA,Somme,AMIENS,,formal_community_foundation,
FRA,Somme,AMIENS,1941,jewish_population,41
FRA,Somme,AMIENS,1964,jewish_population,440
FRA,Somme,AMIENS,1935,synagogues,TRUE
RUS,Smolensk,LYUBAVICHI,,initial_jewish_settlement,1813
RUS,Smolensk,LYUBAVICHI,,formal_community_foundation,
RUS,Smolensk,LYUBAVICHI,1847,jewish_population,1164
RUS,Smolensk,LYUBAVICHI,1897,jewish_population,1660
RUS,Smolensk,LYUBAVICHI,1897,total_population,2711
RUS,Smolensk,LYUBAVICHI,1926,jewish_population,967
RUS,Smolensk,LYUBAVICHI,,perished,483
RUS,Smolensk,LYUBAVICHI,1852,school,TRUE
RUS,Smolensk,DUKHOVSHCHINA,,initial_jewish_settlement,18MX
RUS,Smolensk,DUKHOVSHCHINA,,formal_community_foundation,
RUS,Smolensk,DUKHOVSHCHINA,1926,jewish_population,195
RUS,Smolensk,DUKHOVSHCHINA,1926,total_population,2906
RUS,Smolensk,DUKHOVSHCHINA,1939,jewish_population,102
RUS,Smolensk,ILINO,,initial_jewish_settlement,184X
RUS,Smolensk,ILINO,,formal_community_foundation,
RUS,Smolensk,ILINO,1847,jewish_population,21
RUS,Smolensk,ILINO,1897,jewish_population,1105
RUS,Smolensk,ILINO,1897,total_population,1415
RUS,Smolensk,ILINO,1926,jewish_population,378
RUS,Smolensk,ILINO,1939,jewish_population,221
RUS,Smolensk,BATURINO,,initial_jewish_settlement,
RUS,Smolensk,BATURINO,,formal_community_foundation,
RUS,Smolensk,BATURINO,,perished,80
RUS,Smolensk,BATURINO,,date_of_deportation,
RUS,Smolensk,BELYI,,initial_jewish_settlement,18MX
RUS,Smolensk,BELYI,,formal_community_foundation,
RUS,Smolensk,BELYI,1897,jewish_population,287
RUS,Smolensk,BELYI,1897,total_population,6952
RUS,Smolensk,BELYI,1926,jewish_population,218
RUS,Smolensk,BELYI,1939,jewish_population,92
RUS,Smolensk,BELYI,,date_of_deportation,10/4/1941
RUS,Smolensk,BELYI,,perished,75
RUS,Smolensk,DEMIDOV,,initial_jewish_settlement,18MX
RUS,Smolensk,DEMIDOV,,formal_community_foundation,
RUS,Smolensk,DEMIDOV,1897,jewish_population,337
RUS,Smolensk,DEMIDOV,1897,total_population,5688
RUS,Smolensk,DEMIDOV,1926,jewish_population,416
RUS,Smolensk,DEMIDOV,1939,jewish_population,206
RUS,Smolensk,DOROGOBUZH,,initial_jewish_settlement,1648
RUS,Smolensk,DOROGOBUZH,,formal_community_foundation,
RUS,Smolensk,DOROGOBUZH,1926,jewish_population,231
RUS,Smolensk,DOROGOBUZH,1926,total_population,4850
RUS,Smolensk,DOROGOBUZH,1939,jewish_population,122
RUS,Smolensk,DUNINO,,initial_jewish_settlement,1848
RUS,Smolensk,DUNINO,,formal_community_foundation,
RUS,Smolensk,DUNINO,1898,jewish_population,169
RUS,Smolensk,DUNINO,1923,jewish_population,400
RUS,Smolensk,ELNIA,,initial_jewish_settlement,18LX
RUS,Smolensk,ELNIA,,formal_community_foundation,
RUS,Smolensk,ELNIA,1897,jewish_population,107
RUS,Smolensk,ELNIA,1926,jewish_population,567
RUS,Smolensk,ELNIA,1926,total_population,4458
RUS,Smolensk,ELNIA,1939,jewish_population,289
RUS,Smolensk,ELNIA,,date_of_deportation,
RUS,Smolensk,GLINKA,,initial_jewish_settlement,18MX
RUS,Smolensk,GLINKA,,formal_community_foundation,
RUS,Smolensk,GLINKA,1939,jewish_population,41
RUS,Smolensk,GLINKA,1939,total_population,653
RUS,Smolensk,GLINKA,,date_of_deportation,
RUS,Smolensk,GLINKA,,perished,76
RUS,Smolensk,GUSINO,,initial_jewish_settlement,18LX
RUS,Smolensk,GUSINO,,formal_community_foundation,
RUS,Smolensk,GUSINO,1926,jewish_population,427
RUS,Smolensk,GUSINO,1926,total_population,706
RUS,Smolensk,GUSINO,,date_of_deportation,
RUS,Smolensk,GUSINO,,perished,278
RUS,Smolensk,GZHATSK,,initial_jewish_settlement,18MX
RUS,Smolensk,GZHATSK,,formal_community_foundation,
RUS,Smolensk,GZHATSK,1897,jewish_population,152
RUS,Smolensk,GZHATSK,1897,total_population,6324
RUS,Smolensk,GZHATSK,1926,jewish_population,276
RUS,Smolensk,GZHATSK,1939,jewish_population,181
RUS,Smolensk,GZHATSK,,date_of_deportation,
RUS,Smolensk,IZDESHKOVO,,initial_jewish_settlement,19EX
RUS,Smolensk,IZDESHKOVO,,formal_community_foundation,
RUS,Smolensk,IZDESHKOVO,1926,jewish_population,102
RUS,Smolensk,IZDESHKOVO,1926,total_population,707
RUS,Smolensk,IZDESHKOVO,,date_of_deportation,
RUS,Smolensk,IZDESHKOVO,,perished,150
RUS,Smolensk,KADINO,,initial_jewish_settlement,16XX
RUS,Smolensk,KADINO,,formal_community_foundation,
RUS,Smolensk,KADINO,1766,jewish_population,60
RUS,Smolensk,KADINO,1847,jewish_population,466
RUS,Smolensk,KADINO,1897,jewish_population,603
RUS,Smolensk,KADINO,1897,total_population,1148
RUS,Smolensk,KADINO,,date_of_deportation,
RUS,Smolensk,KHISLAVICHI,,initial_jewish_settlement,17MX
RUS,Smolensk,KHISLAVICHI,,formal_community_foundation,17MX
RUS,Smolensk,KHISLAVICHI,1766,jewish_population,237
RUS,Smolensk,KHISLAVICHI,1847,jewish_population,2205
RUS,Smolensk,KHISLAVICHI,1897,jewish_population,3901
RUS,Smolensk,KHISLAVICHI,1897,total_population,5066
RUS,Smolensk,KHISLAVICHI,1926,jewish_population,2101
RUS,Smolensk,KHISLAVICHI,1939,jewish_population,1427
RUS,Smolensk,KHISLAVICHI,,date_of_deportation,
RUS,Smolensk,KHISLAVICHI,,perished,950
RUS,Smolensk,KHISLAVICHI,1920,school,TRUE
RUS,Smolensk,KIROV,,initial_jewish_settlement,18LX
RUS,Smolensk,KIROV,,formal_community_foundation,
RUS,Smolensk,KIROV,1926,jewish_population,145
RUS,Smolensk,KIROV,1939,jewish_population,182
RUS,Smolensk,KIROV,1939,total_population,15313
RUS,Smolensk,KOLODNIYA,,initial_jewish_settlement,19EX
RUS,Smolensk,KOLODNIYA,,formal_community_foundation,
RUS,Smolensk,KOLODNIYA,1926,jewish_population,11
RUS,Smolensk,KOLODNIYA,1939,jewish_population,125
RUS,Smolensk,KOLODNIYA,1939,total_population,12500
RUS,Smolensk,KOZELSK,,initial_jewish_settlement,19EX
RUS,Smolensk,KOZELSK,,formal_community_foundation,
RUS,Smolensk,KOZELSK,1926,jewish_population,115
RUS,Smolensk,KOZELSK,1939,jewish_population,56
RUS,Smolensk,KOZELSK,1939,total_population,8182
RUS,Smolensk,KRASNOYE,,initial_jewish_settlement,18XX
RUS,Smolensk,KRASNOYE,,formal_community_foundation,
RUS,Smolensk,KRASNOYE,1926,jewish_population,298
RUS,Smolensk,KRASNOYE,1926,total_population,2803
RUS,Smolensk,KRASNOYE,1939,jewish_population,100
RUS,Smolensk,KRASNOYE,,date_of_deportation,4/8/1942
RUS,Smolensk,MARTYNOVKA,,initial_jewish_settlement,1849
RUS,Smolensk,MARTYNOVKA,,formal_community_foundation,
RUS,Smolensk,MARTYNOVKA,1898,jewish_population,117
RUS,Smolensk,MARTYNOVKA,,date_of_deportation,
RUS,Smolensk,MESHCHOVSK,,initial_jewish_settlement,19EX
RUS,Smolensk,MESHCHOVSK,,formal_community_foundation,
RUS,Smolensk,MESHCHOVSK,1926,jewish_population,48
RUS,Smolensk,MESHCHOVSK,1939,jewish_population,34
RUS,Smolensk,MESHCHOVSK,1939,total_population,3629
RUS,Smolensk,MESHCHOVSK,,date_of_deportation,
RUS,Smolensk,MIKULINO,,initial_jewish_settlement,
RUS,Smolensk,MIKULINO,,formal_community_foundation,
RUS,Smolensk,MIKULINO,1847,jewish_population,530
RUS,Smolensk,MIKULINO,1897,jewish_population,1171
RUS,Smolensk,MIKULINO,1897,total_population,1527
RUS,Smolensk,MIKULINO,,date_of_deportation,10/24/1941
RUS,Smolensk,MONASTYRSCHINA,,initial_jewish_settlement,
RUS,Smolensk,MONASTYRSCHINA,,formal_community_foundation,
RUS,Smolensk,MONASTYRSCHINA,1847,jewish_population,864
RUS,Smolensk,MONASTYRSCHINA,1897,jewish_population,2179
RUS,Smolensk,MONASTYRSCHINA,1897,total_population,2696
RUS,Smolensk,MONASTYRSCHINA,1926,jewish_population,1370
RUS,Smolensk,MONASTYRSCHINA,1939,jewish_population,856
RUS,Smolensk,MONASTYRSCHINA,,pre_deportation_population,750
RUS,Smolensk,MONASTYRSCHINA,,date_of_deportation,
RUS,Smolensk,MONASTYRSCHINA,1910,school,TRUE
RUS,Smolensk,NOVODUGINO,,initial_jewish_settlement,
RUS,Smolensk,NOVODUGINO,,formal_community_foundation,
RUS,Smolensk,NOVODUGINO,1939,jewish_population,40
RUS,Smolensk,NOVODUGINO,1939,total_population,1654
RUS,Smolensk,NOVODUGINO,,date_of_deportation,
UKR,Kirovograd,NOVOGEORGIEVSK,,initial_jewish_settlement,18MX
UKR,Kirovograd,NOVOGEORGIEVSK,,formal_community_foundation,
UKR,Kirovograd,NOVOGEORGIEVSK,1897,jewish_population,1455
UKR,Kirovograd,NOVOGEORGIEVSK,1897,total_population,11594
UKR,Kirovograd,NOVOGEORGIEVSK,1939,jewish_population,381
UKR,Kirovograd,NOVOGEORGIEVSK,,date_of_deportation,
UKR,Kirovograd,NOVOGEORGIEVSK,,perished,470
UKR,Kirovograd,NOVOGEORGIEVSK,1925,school,TRUE
UKR,Zhitomir,SOKOLOV (I),,initial_jewish_settlement,17MX
UKR,Zhitomir,SOKOLOV (I),,formal_community_foundation,
UKR,Zhitomir,SOKOLOV (I),1897,jewish_population,239
UKR,Zhitomir,SOKOLOV (I),1897,total_population,770
UKR,Zhitomir,SOKOLOV (I),1920,jewish_population,500
UKR,Zhitomir,SOKOLOV (I),,date_of_deportation,
UKR,Stalino,NIKITOVKA,,initial_jewish_settlement,
UKR,Stalino,NIKITOVKA,,formal_community_foundation,
UKR,Stalino,NIKITOVKA,1939,jewish_population,375
UKR,Stalino,NIKITOVKA,1939,total_population,14407
UKR,Dnepropetrovsk,SHCHORSKDnepropetrovsk,,initial_jewish_settlement,
UKR,Dnepropetrovsk,SHCHORSKDnepropetrovsk,,formal_community_foundation,
UKR,Dnepropetrovsk,SHCHORSKDnepropetrovsk,1939,jewish_population,83
UKR,Dnepropetrovsk,SHCHORSKDnepropetrovsk,1939,total_population,2667
POL,Stanislawow,TURZA WIELKA,,initial_jewish_settlement,
POL,Stanislawow,TURZA WIELKA,,formal_community_foundation,
POL,Stanislawow,TURZA WIELKA,1921,jewish_population,201
POL,Stanislawow,TURZA WIELKA,,date_of_deportation,1942-08-00
POL,Stanislawow,TURZA WIELKA,,date_of_deportation,1942-08-NA
POL,Lwow,PODHORODYSZCZE,,initial_jewish_settlement,
POL,Lwow,PODHORODYSZCZE,,formal_community_foundation,
POL,Lwow,PODHORODYSZCZE,1921,jewish_population,186
POL,Lwow,PODHORODYSZCZE,,date_of_deportation,1942-NA-NA
POL,ZALUKIEW,Stanislawowtoday,,initial_jewish_settlement,
POL,ZALUKIEW,Stanislawowtoday,,formal_community_foundation,
POL,ZALUKIEW,Stanislawowtoday,1921,jewish_population,120
POL,ZALUKIEW,Stanislawowtoday,,date_of_deportation,1942-NA-NA
RUS,Smolensk,PETROVICHI,,initial_jewish_settlement,16XX
RUS,Smolensk,PETROVICHI,,formal_community_foundation,
RUS,Smolensk,PETROVICHI,1765,jewish_population,88
RUS,Smolensk,PETROVICHI,1847,jewish_population,570
RUS,Smolensk,PETROVICHI,1897,jewish_population,1065
RUS,Smolensk,PETROVICHI,1897,total_population,1435
RUS,Smolensk,PETROVICHI,1926,jewish_population,925
RUS,Smolensk,PETROVICHI,,date_of_deportation,7/22/1942
RUS,Smolensk,POCHINOK,,initial_jewish_settlement,17XX
RUS,Smolensk,POCHINOK,,formal_community_foundation,
RUS,Smolensk,POCHINOK,1926,jewish_population,528
RUS,Smolensk,POCHINOK,1926,total_population,1356
RUS,Smolensk,POCHINOK,1939,jewish_population,283
RUS,Smolensk,POCHINOK,,date_of_deportation,4/21/1942
RUS,Smolensk,ROSLAVL,,initial_jewish_settlement,18MX
RUS,Smolensk,ROSLAVL,,formal_community_foundation,
RUS,Smolensk,ROSLAVL,1897,jewish_population,1145
RUS,Smolensk,ROSLAVL,1897,total_population,4773
RUS,Smolensk,ROSLAVL,1926,jewish_population,3254
RUS,Smolensk,ROSLAVL,1926,total_population,25992
RUS,Smolensk,ROSLAVL,1939,jewish_population,2935
RUS,Smolensk,ROSLAVL,,date_of_deportation,1941-11-NA
RUS,Smolensk,ROSLAVL,,perished,600
RUS,Smolensk,ROSLAVL,1897,synagogues,TRUE
RUS,Smolensk,ROSLAVL,1917,community_center,TRUE
RUS,Smolensk,ROSLAVL,1917,school,TRUE
RUS,Smolensk,ROSLAVL,,date_of_deportation,
RUS,Smolensk,RUDNIYA,,initial_jewish_settlement,17XX
RUS,Smolensk,RUDNIYA,,formal_community_foundation,17XX
RUS,Smolensk,RUDNIYA,1847,jewish_population,589
RUS,Smolensk,RUDNIYA,1897,jewish_population,2122
RUS,Smolensk,RUDNIYA,1897,total_population,2958
RUS,Smolensk,RUDNIYA,1926,jewish_population,2235
RUS,Smolensk,RUDNIYA,1939,jewish_population,1640
RUS,Smolensk,RUDNIYA,,date_of_deportation,
RUS,Smolensk,RUDNIYA,,perished,1220
RUS,Smolensk,RUDNIYA,1900,school,TRUE
RUS,Smolensk,RUDNIYA,1930,school,TRUE
RUS,Smolensk,SHUMIACHI,,initial_jewish_settlement,17XX
RUS,Smolensk,SHUMIACHI,,formal_community_foundation,17MX
RUS,Smolensk,SHUMIACHI,1847,jewish_population,1190
RUS,Smolensk,SHUMIACHI,1897,jewish_population,2523
RUS,Smolensk,SHUMIACHI,1897,total_population,3991
RUS,Smolensk,SHUMIACHI,1926,jewish_population,1394
RUS,Smolensk,SHUMIACHI,1939,jewish_population,744
RUS,Smolensk,SHUMIACHI,,date_of_deportation,
RUS,Smolensk,SHUMIACHI,,perished,400
RUS,Smolensk,SHUMIACHI,1920,school,TRUE
RUS,Smolensk,SHUMIACHI,1920,community_center,TRUE
RUS,Smolensk,SMOLENSK,,initial_jewish_settlement,1616
RUS,Smolensk,SMOLENSK,,formal_community_foundation,
RUS,Smolensk,SMOLENSK,1616,jewish_population,80
RUS,Smolensk,SMOLENSK,1881,jewish_population,2933
RUS,Smolensk,SMOLENSK,1881,total_population,33890
RUS,Smolensk,SMOLENSK,1926,jewish_population,12887
RUS,Smolensk,SMOLENSK,1926,total_population,78520
RUS,Smolensk,SMOLENSK,1939,jewish_population,14812
RUS,Smolensk,SMOLENSK,,date_of_deportation,
RUS,Smolensk,SMOLENSK,,perished,2000
RUS,Smolensk,SMOLENSK,1800,school,TRUE
RUS,Smolensk,SPAS-DEMENSK,,initial_jewish_settlement,18LX
RUS,Smolensk,SPAS-DEMENSK,,formal_community_foundation,
RUS,Smolensk,SPAS-DEMENSK,1926,jewish_population,161
RUS,Smolensk,SPAS-DEMENSK,1939,jewish_population,84
RUS,Smolensk,SPAS-DEMENSK,,date_of_deportation,
RUS,Smolensk,STODOLISCHE,,initial_jewish_settlement,18LX
RUS,Smolensk,STODOLISCHE,,formal_community_foundation,
RUS,Smolensk,STODOLISCHE,1926,jewish_population,329
RUS,Smolensk,STODOLISCHE,1926,total_population,535
RUS,Smolensk,STODOLISCHE,1939,jewish_population,232
RUS,Smolensk,STODOLISCHE,,date_of_deportation,
RUS,Smolensk,SUKHINICHI,,initial_jewish_settlement,18LX
RUS,Smolensk,SUKHINICHI,,formal_community_foundation,
RUS,Smolensk,SUKHINICHI,1926,jewish_population,66
RUS,Smolensk,SUKHINICHI,1939,jewish_population,98
RUS,Smolensk,SUKHINICHI,1939,total_population,10620
RUS,Smolensk,SUKHINICHI,,date_of_deportation,10/7/1941
RUS,Smolensk,SYCHEVKA,,initial_jewish_settlement,18LX
RUS,Smolensk,SYCHEVKA,,formal_community_foundation,
RUS,Smolensk,SYCHEVKA,1926,jewish_population,327
RUS,Smolensk,SYCHEVKA,1926,total_population,7646
RUS,Smolensk,SYCHEVKA,1939,jewish_population,138
RUS,Smolensk,SYCHEVKA,,date_of_deportation,10/10/1941
RUS,Smolensk,TATARSK,,initial_jewish_settlement,17MX
RUS,Smolensk,TATARSK,,formal_community_foundation,17MX
RUS,Smolensk,TATARSK,1847,jewish_population,621
RUS,Smolensk,TATARSK,1897,jewish_population,1378
RUS,Smolensk,TATARSK,1897,total_population,1517
RUS,Smolensk,TATARSK,1926,jewish_population,864
RUS,Smolensk,TATARSK,,date_of_deportation,1941-09-MX
RUS,Smolensk,TATARSK,,perished,600
RUS,Smolensk,USVIYATY,,initial_jewish_settlement,17LX
RUS,Smolensk,USVIYATY,,formal_community_foundation,
RUS,Smolensk,USVIYATY,1847,jewish_population,1016
RUS,Smolensk,USVIYATY,1897,jewish_population,956
RUS,Smolensk,USVIYATY,1897,total_population,2679
RUS,Smolensk,USVIYATY,1939,jewish_population,136
RUS,Smolensk,USVIYATY,,date_of_deportation,7/14/1941
RUS,Smolensk,USVIYATY,,perished,100
RUS,Smolensk,VELIZH,,initial_jewish_settlement,17MX
RUS,Smolensk,VELIZH,,formal_community_foundation,
RUS,Smolensk,VELIZH,1797,jewish_population,300
RUS,Smolensk,VELIZH,1847,jewish_population,3080
RUS,Smolensk,VELIZH,1897,jewish_population,5989
RUS,Smolensk,VELIZH,1897,total_population,12193
RUS,Smolensk,VELIZH,1926,jewish_population,3274
RUS,Smolensk,VELIZH,1939,jewish_population,1788
RUS,Smolensk,VELIZH,,date_of_deportation,7/13/1941
RUS,Smolensk,VELIZH,,survived,20
RUS,Smolensk,VELIZH,1880,synagogues,TRUE
RUS,Smolensk,VELIZH,1883,school,TRUE
RUS,Smolensk,VELIZH,,deported,1000
RUS,Smolensk,VELIZH,1900,school,TRUE
RUS,Smolensk,VELIZH,1920,school,TRUE
RUS,Smolensk,VYAZMA,,initial_jewish_settlement,17XX
RUS,Smolensk,VYAZMA,,formal_community_foundation,
RUS,Smolensk,VYAZMA,1897,jewish_population,504
RUS,Smolensk,VYAZMA,1897,total_population,15645
RUS,Smolensk,VYAZMA,1926,jewish_population,506
RUS,Smolensk,VYAZMA,1939,jewish_population,641
RUS,Smolensk,VYAZMA,,date_of_deportation,10/7/1941
RUS,Smolensk,VYAZMA,1900,synagogues,TRUE
RUS,Smolensk,YARCEVO,,initial_jewish_settlement,18LX
RUS,Smolensk,YARCEVO,,formal_community_foundation,
RUS,Smolensk,YARCEVO,1926,jewish_population,520
RUS,Smolensk,YARCEVO,1926,total_population,18703
RUS,Smolensk,YARCEVO,1939,jewish_population,454
RUS,Smolensk,YARCEVO,,date_of_deportation,10/5/1941
RUS,Smolensk,YARCEVO,1898,synagogues,TRUE
RUS,Smolensk,YOCHANOV,,initial_jewish_settlement,18LX
RUS,Smolensk,YOCHANOV,,formal_community_foundation,
RUS,Smolensk,YOCHANOV,1897,jewish_population,64
RUS,Smolensk,YOCHANOV,1897,total_population,2000
RUS,Smolensk,YOCHANOV,1926,jewish_population,34
RUS,Smolensk,YOCHANOV,1939,jewish_population,25
RUS,Smolensk,YOCHANOV,,date_of_deportation,10/5/1941
RUS,Smolensk,ZAKHARINO,,initial_jewish_settlement,
RUS,Smolensk,ZAKHARINO,,formal_community_foundation,
RUS,Smolensk,ZAKHARINO,1847,jewish_population,538
RUS,Smolensk,ZAKHARINO,1897,jewish_population,566
RUS,Smolensk,ZAKHARINO,1897,total_population,574
RUS,Smolensk,ZAKHARINO,,date_of_deportation,7/1/1941
RUS,Smolensk,ZAKHARINO,,perished,263
YUG,Slovenia,MURSKA SOBOTA,,initial_jewish_settlement,18EX
YUG,Slovenia,MURSKA SOBOTA,,formal_community_foundation,
YUG,Slovenia,MURSKA SOBOTA,1930,jewish_population,156
YUG,Slovenia,MURSKA SOBOTA,1930,total_population,3571
YUG,Slovenia,MURSKA SOBOTA,,date_of_deportation,4/26/1944
YUG,Slovenia,MURSKA SOBOTA,,perished,212
YUG,Slovenia,MURSKA SOBOTA,,survived,41
YUG,Slovenia,MURSKA SOBOTA,,formal_community_foundation,18EX
YUG,Slovenia,DOLNJA LENDAVA,,initial_jewish_settlement,18LX
YUG,Slovenia,DOLNJA LENDAVA,,formal_community_foundation,18EX
YUG,Slovenia,DOLNJA LENDAVA,1940,jewish_population,155
YUG,Slovenia,DOLNJA LENDAVA,1940,total_population,3000
YUG,Slovenia,CELJE,,initial_jewish_settlement,13EX
YUG,Slovenia,CELJE,,formal_community_foundation,
YUG,Slovenia,ISOLA,,initial_jewish_settlement,14XX
YUG,Slovenia,ISOLA,,formal_community_foundation,
YUG,Slovenia,LJUBLJANA,,initial_jewish_settlement,18MX
YUG,Slovenia,LJUBLJANA,,formal_community_foundation,
YUG,Slovenia,MARIBOR,,initial_jewish_settlement,18LX
YUG,Slovenia,MARIBOR,,formal_community_foundation,
YUG,Slovenia,MARIBOR,1490,jewish_population,257
YUG,Slovenia,MARIBOR,1490,total_population,1030
YUG,Slovenia,MARIBOR,1940,jewish_population,100
YUG,Slovenia,MARIBOR,,initial_jewish_settlement,1869
YUG,Slovenia,MARIBOR,,pre_deportation_population,100
YUG,Slovenia,MARIBOR,,date_of_deportation,1941-NA-NA
YUG,Slovenia,MARIBOR,,survived,12
YUG,Slovenia,NOVA GORICA,,initial_jewish_settlement,12XX
YUG,Slovenia,NOVA GORICA,,formal_community_foundation,
YUG,Slovenia,NOVA GORICA,1890,jewish_population,275
YUG,Slovenia,NOVA GORICA,1890,total_population,21825
YUG,Slovenia,NOVA GORICA,1940,jewish_population,45
YUG,Slovenia,NOVA GORICA,,pre_deportation_population,45
YUG,Slovenia,NOVA GORICA,,date_of_deportation,1943-NA-NA
SLV,Slovakia,ZARNOVICA,,initial_jewish_settlement,184X
SLV,Slovakia,ZARNOVICA,,formal_community_foundation,
SLV,Slovakia,ZARNOVICA,1900,jewish_population,142
SLV,Slovakia,ZARNOVICA,1900,total_population,1862
SLV,Slovakia,ZARNOVICA,1940,jewish_population,77
SLV,Slovakia,ZARNOVICA,,pre_deportation_population,77
SLV,Slovakia,ZARNOVICA,,date_of_deportation,1942-NA-NA
SLV,Slovakia,ZBOROV,,initial_jewish_settlement,17LX
SLV,Slovakia,ZBOROV,,formal_community_foundation,
SLV,Slovakia,ZBOROV,1828,jewish_population,198
SLV,Slovakia,ZBOROV,1850,jewish_population,337
SLV,Slovakia,ZBOROV,1900,jewish_population,645
SLV,Slovakia,ZBOROV,1900,total_population,2246
SLV,Slovakia,ZBOROV,,pre_deportation_population,479
SLV,Slovakia,ZBOROV,,date_of_deportation,3/25/1942
SLV,Slovakia,ZBOROV,,deported,410
SLV,Slovakia,ZBOROV,1780,synagogues,TRUE
SLV,Slovakia,ZBOROV,1780,school,TRUE
SLV,Slovakia,ZBOROV,1900,synagogues,TRUE
SLV,Slovakia,ZBOROV,1940,school,TRUE
SLV,Slovakia,ZBORROV,,initial_jewish_settlement,17LX
SLV,Slovakia,ZBORROV,,formal_community_foundation,
SLV,Slovakia,ZBORROV,1828,jewish_population,198
SLV,Slovakia,ZBORROV,1850,jewish_population,337
SLV,Slovakia,ZBORROV,1900,jewish_population,645
SLV,Slovakia,ZBORROV,1900,total_population,2246
SLV,Slovakia,ZBORROV,,pre_deportation_population,479
SLV,Slovakia,ZBORROV,,date_of_deportation,3/25/1942
SLV,Slovakia,ZBORROV,,deported,410
SLV,Slovakia,ZBORROV,1780,synagogues,TRUE
SLV,Slovakia,ZBORROV,1780,school,TRUE
SLV,Slovakia,ZBORROV,1900,synagogues,TRUE
SLV,Slovakia,ZBORROV,1940,school,TRUE
SLV,Slovakia,ZDANA,,initial_jewish_settlement,17XX
SLV,Slovakia,ZDANA,,formal_community_foundation,
SLV,Slovakia,ZDANA,1828,jewish_population,130
SLV,Slovakia,ZDANA,1828,total_population,762
SLV,Slovakia,ZDANA,1880,jewish_population,96
SLV,Slovakia,ZDANA,1941,jewish_population,49
SLV,Slovakia,ZDANA,,pre_deportation_population,49
SLV,Slovakia,ZDANA,,date_of_deportation,1944-05-NA
SLV,Slovakia,ZDANA,1860,synagogues,TRUE
SLV,Slovakia,ZDANA,1860,school,TRUE
SLV,Slovakia,ZDANA,,date_of_deportation,5/15/1944
SLV,Slovakia,ZELIEZOVCE,,initial_jewish_settlement,19XX
SLV,Slovakia,ZELIEZOVCE,,formal_community_foundation,19EX
SLV,Slovakia,ZELIEZOVCE,1910,jewish_population,49
SLV,Slovakia,ZELIEZOVCE,,date_of_deportation,6/2/1944
SLV,Slovakia,ZELIEZOVCE,,deported,127
SLV,Slovakia,ZILINA,,initial_jewish_settlement,182X
SLV,Slovakia,ZILINA,,formal_community_foundation,1852
SLV,Slovakia,ZILINA,1880,jewish_population,619
SLV,Slovakia,ZILINA,1900,jewish_population,1024
SLV,Slovakia,ZILINA,1919,jewish_population,2006
SLV,Slovakia,ZILINA,1919,total_population,11996
SLV,Slovakia,ZILINA,1940,jewish_population,2919
SLV,Slovakia,ZILINA,,date_of_deportation,3/27/1942
SLV,Slovakia,ZILINA,1860,school,TRUE
SLV,Slovakia,ZILINA,1865,synagogues,TRUE
SLV,Slovakia,ZILINA,1881,synagogues,TRUE
SLV,Slovakia,ZILINA,1937,Congress Hosted,national Maccabiah Games
SLV,Slovakia,ZLATE MORAVCE,,initial_jewish_settlement,18MX
SLV,Slovakia,ZLATE MORAVCE,,formal_community_foundation,1869
SLV,Slovakia,ZLATE MORAVCE,1880,jewish_population,246
SLV,Slovakia,ZLATE MORAVCE,1900,jewish_population,370
SLV,Slovakia,ZLATE MORAVCE,1900,total_population,2786
SLV,Slovakia,ZLATE MORAVCE,,pre_deportation_population,500
SLV,Slovakia,ZLATE MORAVCE,,date_of_deportation,3/28/1942
SLV,Slovakia,ZLATE MORAVCE,1860,school,TRUE
