name,first_jewish_presence,peak_jewish_population,jewish_population_in_1933,content,author__sources,url,sid
Biblis,1690,198 in 1871,63,"The Jewish community of Biblis, founded in 1845, inaugurated a synagogue at 6 Enggasse in 1832. Among the community’s 19th-century rabbis was Salomon Bodenheimer (1813-1886), who, by founding a Jewish elementary school (1855) and other Orthodox institutions, turned Biblis into a regional Orthodox center. After the school closed down in 1900, the community employed a teacher of religion who also performed the duties of chazzan and shochet. Although the Jews of Biblis maintained their own mikveh, they buried their dead in Alsbach. In 1933, a women’s association and a charitable society for brides were active in the community. A Reich Labor Service camp was opened in Biblis in 1934. Later, on Pogrom Night (November 1938), the interior of the synagogue was destroyed; Biblis’ remaining eight Jewish homes were attacked repeatedly that night, and the burial wagon was set on fire. Sixteen Jews emigrated; the others relocated within Germany. By November 18, 1938, no Jews lived in Biblis. At least 30 local Jews perished in the Shoah. The German State Air Protection Corps used the synagogue during the war, after which the building accommodated a soup kitchen and, later, a carpenter’s workshop. The site—the building was torn down in 1981—now accommodates the new town hall building, to which a memorial plaque was affixed in 1982.","Heidemarie Wawrzyn Sources: AJ, DJGH, EJL, PK-HNF, SIA www.gemeinde-biblis.de",http://germansynagogues.com/index.php/synagogues-and-communities?sid=239,239
Bibra,1658,195 in 1900,50,"During the 18th century, the emerging Jewish community of Bibra (made up chiefly of small merchants, shopkeepers and craftsmen) was restricted to a building known as the Judenbau, which also housed a prayer hall and a schoolroom. Although the restrictions were severe—Jews, for example, were prohibited from sharing drinking water with Gentiles—the community grew until it constituted 25% of the general population. The synagogue, which housed a mikveh and schoolrooms, was built in 1845; an elementary school, established in 1835, functioned for the next 40 years. Aaron Hoexter, who served as teacher, chazzan, shochet and head of the veteran’s association, was awarded the Iron Cross 1st Class in World War I; he was deported and killed in 1942. The anti-Jewish boycott of 1933 forced many local Jews to consider emigration, for which they were prepared by a Zionist Hachshara agricultural training farm. The synagogue was eventually confiscated by the municipality and converted into a residential property. Thirty-one Jews were deported in 1942; the fate of another 32 is unknown. After the war, one of the town squares was named Oskar Meyer Platz in honor of a former prominent Jewish citizen.","Harold Slutzkin Sources: AJ, LJG",http://germansynagogues.com/index.php/synagogues-and-communities?sid=240,240
Biebesheim,1630,67 in 1871,24,"The Jewish community of Biebesheim, with which the Jews of Stockstadt were affiliated, established a prayer room in an agricultural building at some point between 1720 and 1730. In 1818, a synagogue—it housed a mikveh, schoolrooms and an apartment for the teacher—was built on Odenwaldgasse (present-day 12 Bahnhofstrasse); later, in 1867, a new synagogue was inaugurated on the same site. Although burials were conducted in Gross Gerau and Alsbach, the community was able to maintain a Jewish school whose teacher also performed the duties of chazzan and shochet. In 1933, 24 Jews lived in Biebesheim and 10 in Stockstadt. Six schoolchildren received religious instruction that year. The synagogue was sold to non-Jews in May 1938, after which it was converted into a residence; the Torah scrolls and ritual objects, however, were transferred to London, where they were looked after by a member of the community. On Pogrom Night, rioters plundered Jewish homes and broke the former synagogue’s windows. Biebesheim’s few remaining Jews left after Pogrom Night. During the Nazi period, 21 Biebesheim Jews emigrated; the others relocated within Germany. At least seven Jews originally from Biebesheim and five from Stockstadt perished in the Shoah. The former synagogue building, sold yet again in 1963, has since then been used as a combined residential and commercial building. In 2000, a memorial was unveiled at the site of a destroyed Jewish home.",Heike Zaun Goshen,http://germansynagogues.com/index.php/synagogues-and-communities?sid=241,241
Biebrich,1642,141 in 1843,150,"In 1823, the Jews of Mosbach were affiliated with the Jewish community of Biebrich. The community established a Talmud Torah in the early 18th century; a synagogue, at 37 Rathausstrasse, in 1829/30; and a cemetery in 1890. Local Jews employed a teacher of religion who also served as chazzan and shochet; Dr. Seligmann Baer, who held this post between 1856 and 1897, edited the Avodat Israel prayer book, which became the definitive prayer book for Central European Jewish communities. The community maintained its own mikveh, but conducted burials in Wiesbaden. Toni Sender (1888-1964), daughter of the community’s chairman and a prominent communist, was one of the first women elected to the Reichstag, where she served until 1933. That same year, 150 Jews lived in Biebrich. The synagogue’s interior was destroyed on Pogrom Night, as were Jewish homes and businesses. Most Jews managed to leave Biebrich. Those remaining were eventually deported to the East, some to Theresienstadt, via Wiesbaden, in April 1943. At least 30 local Jews perished in the Shoah. The synagogue building was destroyed during an aerial bombing in 1944. The ruins were subsequently cleared, and after the war a house and a commercial building were built on the site. In 1979, a memorial plaque was affixed to the council building.","Nurit Borut  Sources: AJ, EJL, PK-HNF",http://germansynagogues.com/index.php/synagogues-and-communities?sid=242,242
Bierstadt,late 16th century,72 in 1925,48,"The history of Jewish Bierstadt began in the late 16th century. In 1827, an actual community was founded there, with which the Jews of Dotzheim, Erbenheim, Igstadt and Kloppenheim were affiliated. Bierstadt and its affiliated communities became part of Wiesbaden in 1928, but the community retained its independence. Services were conducted in a prayer room, located in a private house, until 1827, when the newly founded community inaugurated a synagogue on the corner of Rathausstrasse/ Kirchgasse (present-day 5 Poststrasse/ Kirchbornstrasse) seating 48 men and 25 women; the house of worship was renovated in 1927. The community employed a teacher of religion who also performed the duties of chazzan and shochet. Although local Jews were able to maintain their own mikveh, they buried their dead in Wiesbaden. We also know that in 1890, a Jewish cemetery was consecrated in Bierstadt. Forty-eight Jews lived in Bierstadt in 1933. Five schoolchildren studied religion there, and a chevra kadisha was active in the community. Later, on Pogrom Night (November 1938), the synagogue’s interior was destroyed, after which the building was used as a warehouse. At least 23 Bierstadt Jews perished in the Shoah. The synagogue building was demolished in 1971. In 1980, a memorial plaque was affixed to a nearby building; another memorial commemorates the destroyed cemetery.","Nurit Borut  Sources: AJ, EJL, PK-HNF",http://germansynagogues.com/index.php/synagogues-and-communities?sid=244,244
Bielefeld,1345,980 in 1900,797,"The Jewish community of Bielefeld developed in the mid- 17th century. The community’s first cemetery, located outside the city gates, was consecrated in 1660. By 1705, local Jews had established prayer rooms in several homes; the rooms were moved to different locations on several occasions before 1847, when the congregation inaugurated a synagogue, with a mikveh and organ, on Klosterstrasse. Many Bielefeld Jews traded in textiles, and by the beginning of the 19th century they were dominating the town’s textile industry. The Liberal congregation had a mixed choir, conducted its services in German and even rescinded, in 1856, the requirement for a minyan. Bielefeld’s Jewish elementary school—which had been operating in a private residence on Am Damm since 1825, later moving to the Klosterstrasse synagogue—closed in 1876. In 1891, a new Jewish cemetery was consecrated next to the Johannesfriedhof. The Klosterstrasse synagogue deteriorated as the years went by, and the building was demolished in 1906, one year after the inauguration of a new synagogue at 5 Turnerstrasse. The new house of worship not only provided seating for 450 men and 350 women, with separate entrances, but also housed an additional prayer hall for Orthodox Jews from Eastern Europe. There was a Jewish community center next door. Local Jews were active in public life and ran a sisterhood, a youth organization and a chevra kadisha. At some point in the 20th century, the community became the regional center for the Jewish youth movement in Northwest Germany; beginning in 1921, the ORT, the Scouts and Hechalutz (the Pioneer Association) conducted Zionist activities in Bielefeld. Restrictions were imposed on Jewish residents immediately after the Nazis’ election victories, affecting their businesses, financial standing and everyday lives. Mass emigration began in 1935. On Pogrom Night, rioters set the synagogue and its neighboring administrative building on fire, but not before stealing the Torah scrolls and silverware. Jewish homes and stores were ravaged (some were plundered), men were physically attacked and up to 50 were arrested. Two hundred Jewish residents left Bielefeld during the following ten months. After the pogrom, Bielefeld’s Jews were forcibly moved into collective, Jewish-only housing and assigned to forced labor; their children were expelled from German schools. A “re-education camp” accommodated Jews from elsewhere, and they, too, were sent to perform forced labor at a camp, over which a local Jew was put in charge under Gestapo supervision. At least 509 Bielefeld Jews, who were eventually deported in a total of nine transports, perished in the Shoah. After the war, 52 Jews returned to Bielefeld and resumed communal activities. A synagogue and community center were set up in 1963; and a memorial stone, bearing a picture of the destroyed synagogue, was unveiled in 1978.","Ruth Martina Trucks  Sources: EJL, FJG, LJG, SG-NRW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=243,243
Bigge,late 1700s,72 in 1928,28,"In 1808, when the Jews of Bigge established a synagogue, they did not construct it from scratch but instead used an existing building. During its infancy, the community belonged, together with the Jewish communities of the surrounding towns, to an association of synagogues. The Jewish community of Bigge became an independent community in 1905. In 1901, the community established an elementary school—it also housed an apartment for a teacher—and a cemetery. Both synagogue and school, the latter of which was located near the house of worship, were enlarged in 1906. On Pogrom Night, although SA men arrived in Bigge with the intent to burn down the synagogue, they were prevented from doing so by neighboring residents who feared for the safety of their own homes; instead, the SA plundered the synagogue and burned its ritual objects in the courtyard. The building was razed in 1939. The old synagogue site is now part of a street. A memorial tablet, the only reminder that a house of worship once stood on the site, has been unveiled nearby.","Moshe Finkel  Sources: LJG, SG-NRW, SIA",http://germansynagogues.com/index.php/synagogues-and-communities?sid=245,245
Billigheim,late 1600s,,30,"Jews arrived in Billigheim after the Thirty Years’ War; by 1722, 10 Jewish families lived in the village. The community enjoyed the protection of the Bishop of Mainz, who governed the area until 1806 and rejected requests to restrict Jewish rights. In 1804, local Jews built a synagogue with a classroom and living quarters for the teacher. The school was moved to another building in 1835, and operated until 1876, when all confessional schools in Baden were closed. The community maintained a mikveh, a women’s association, and a cemetery in Neudenau. On Pogrom Night, SA men destroyed the synagogue: The furnishings, windows and ritual items were smashed, and a grenade was thrown down the chimney. The SA did not set fire to the synagogue because a Christian tailor residing within it refused to leave the premises. Five local Jews emigrated before 1938; five relocated within Germany; seven fled after the pogrom; and three died in Billigheim. Ten Jews, Billigheim’s last, were deported to Gurs on October 22, 1940. At least 12 local Jews perished in the Shoah. The synagogue building was eventually transferred to the Jewish Restitution Successor Organization, which sold it in 1952. The building was demolished in 1990, 10 years after a memorial plaque had been unveiled at the municipal cemetery.","Maren Cohen  Sources: AJ, EJL, PK-BW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=246,246
Billigheim,1510,109 in 1858 (10% of the total population),35,"The first available record of a Jewish family in Billigheim is dated 1510. It was not, however, until 1710, when Jews were granted residency rights, that Jewish residents were again mentioned in the town’s records. For most of the 19th  century, Billigheim’s Jewish population was approximately 100, a number that dwindled to approximately 70 in the early 20th century and to less than 40 after World War I. Records from 1842 mention a synagogue that had been established “approximately 80 years ago,” allowing us to estimate that the synagogue on 170 Fuerthstrasse had been inaugurated in or around 1742 (20 years after local Jews formed a minyan). We also know that the town was home to a Jewish school and a mikveh, and that burials were conducted in in Ingenheim. Thirty-five Jews, most of whom were cattle dealers and shop owners, lived in Billigheim in 1933. Later, on Pogrom Night, when only 16 Jews lived in Billigheim, the synagogue building was set on fire; the SS and SA prevented attempts to extinguish the blaze, and the building burned to the ground. All local Jewish men were arrested on Pogrom Night. In 1942, the town’s remaining five Jews were deported to the concentration camp in Gurs, France. Fourteen Billigheim Jews perished in the Shoah, nine of them at Auschwitz. Billigheim no longer has a Jewish community. A memorial plaque commemorates the former synagogue and community.","Benjamin Rosendahl  Sources: AJ, EJL, LJG, SG-RPS, YV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=247,247
Binau,late 1700s or early 1800s,146 in 1839,20,"This community, which belonged to the regional rabbinate of Mosbach from 1827 onwards, built a synagogue with living quarters and a mikveh in 1790. It was during the 18th century, too, that a cemetery was consecrated in Binau. The school for religious studies (1835-1875) was presided over by a local teacher who was a ritual slaughterer and cantor; later, this post was filled by a teacher from out of town. In 1933, 20 Jews lived in Binau. A teacher from Heinsheim instructed three children in religion, and a women’s association organized charitable activities. Local Jews did not at first suffer from the Nazis’ anti-Jewish boycott: It was not until 1936, in fact, that the authorities shut down Jewish-owned businesses, after which Jews had to live on their savings or work as agricultural laborers. Seven Binau Jews immigrated to the United States that same year. On Pogrom Night, the synagogue interior was destroyed and five Jewish men were sent to Dachau. Afterwards, three Jews emigrated and another three relocated within Germany. On October 22, 1940, the remaining seven Jews were deported to the Gurs camp in France. At least 11 Binau Jews perished in the Shoah. Converted into a post office after the war, the former synagogue is now a residential building (7 Reichenbucher Strasse).","Maren Cohen  Sources: AJ, EJL",http://germansynagogues.com/index.php/synagogues-and-communities?sid=248,248
Bingen,10th century,713 in 1900,465,"Bingen’s medieval Jewish community maintained a synagogue, a school and a mikveh. In 1490 and in 1689, synagogues in Bingen were destroyed by fire. A new synagogue was established on the Judengasse in 1700, and although it, too, was damaged by fire in 1789, the building was subsequently renovated and enlarged. Rebuilt between 1831 and 1838, the synagogue was renovated on several occasions, the last of which was in 1891. In 1871, after an organ was installed in the synagogue, the town’s Orthodox Jews decided to create a separate community with their own rabbi and prayer hall (the latter was dedicated in 1876). In 1905, the mainstream community built a larger synagogue—218 seats for men, 171 for women and 60 Torah scrolls—at 10-12 Rochusstrasse. Bingen’s Jewish cemetery, consecrated in 1562, was enlarged in 1856. The Orthodox section—it had been established in 1872—was desecrated in 1889, as was the general section in 1905. We also know that the community ran a Jewish school between 1826 and 1835. In 1933, a teacher/chazzan instructed 56 schoolchildren in religion. The general community’s rabbi was Ignatz Maybaum. Several Jewish associations and branches of nationwide Jewish organizations were active in Bingen. On Pogrom Night, rioters wrecked the Rochusstrasse synagogue, after which the building was set on fire. The interior of the Orthodox prayer room was destroyed, ritual objects from both buildings were thrown onto the street, all Jewish-owned stores and many Jewish homes were damaged and Jewish men were arrested and sent to concentration camps. The synagogue ruins were sold to a local group of residents who opened a wine shop in the damaged building. Two hundred and ninety-six Bingen Jews either emigrated from or relocated in Germany before 1941. The remaining Jews were moved into a few Jewish-owned homes. In March 1942, 76 were deported to Piaski and 64 to Theresienstadt; and in September 1942, six were deported to Theresienstadt, as were four others in February 1943. At least 264 Bingen Jews perished in the Shoah. In 1983, a memorial plaque was unveiled at the site of the former Rochusstrasse synagogue.","Nurit Borut and Maren Cohen  Sources: AJ, EJL, PK-HNF",http://germansynagogues.com/index.php/synagogues-and-communities?sid=249,249
Binningen,1757,80 in 1817 (approximately 24% of the total population),26,"Although we do not know when this community replaced its 17th-century prayer room with the synagogue at 61 Hauptstrasse, records do tell us that the synagogue was renovated in 1841. The nearby Jewish school (63 Hauptstrasse) was closed down at the end of the 19th century, after which the community employed a teacher of religion who performed the duties of chazzan and shochet. The Jews of Binningen also maintained a mikveh, a regional cemetery, and communal institutions that also served the Jews of nearby Brohl, Duenfus, Forst, Gamlen, Hambuch, Kaifenheim, Moentenich, Moselkern, Mueden, Roes and Wirfus. On Pogrom Night, the interiors of both the synagogue and the school were destroyed; Torah scrolls, ritual objects and books were taken into the yard and burned. Jews were assaulted, Jewish-owned homes and business were ransacked and several Jewish men were arrested. Jakob Haas was beaten so badly that he died of his wounds on May 21, 1939. At least 39 Jewish residents of Binningen, 11 from Hambuch, two from Gamlen, and three from Duenfus, Kaifenheim and Wirfus, respectively, perished in the Shoah. Binningen’s cemetery was desecrated several times during the Nazi period (and once after 1945). The synagogue building was converted into a private residence, probably in 1957. Katharina Wolter (née Kraemer), a Jewish writer, has written several books about her life in Binningen.",Esther Sarah Evans  Sources: AJ  www.mosella-judaica.de/Gemeinden/Spuren136.html,http://germansynagogues.com/index.php/synagogues-and-communities?sid=250,250
Binswangen,1525,415 in 1858,36,"The Jews of Binswangen established a synagogue in 1609, a cemetery in 1663, a mikveh at some point during the 17th century and a regional rabbinate in 1806, the last of which had ceased to exist by 1881. The community maintained a yeshiva for a brief period during the 19th century, but details about its construction and enrollment are unavailable. In 1933, local Jews employed a teacher and maintained a chevra kadisha and a charitable society. A matzo bakery still did business in Binswangen that year. The cemetery was vandalized in 1938 and in 1942. On the morning after Pogrom Night, SA men and local vandals destroyed the synagogue’s interior, confiscated the Torah scrolls and other valuables, smashed the remaining ritual objects and broke the windows of Jewish stores and several homes. Several Jews were sent to Dachau. The seven Jews who still lived in Binswangen in 1942 were deported: five to Piaski (via Munich), and two to Theresienstadt (also via Munich). At least 38 Binswangen Jews perished in the Shoah. The synagogue building was restored and reopened in 1996. A commemorative stone and a memorial have been unveiled at the cemetery and near a public fountain, respectively.","Hannah Porat  Sources: AJ, PK-BAV, SG-B",http://germansynagogues.com/index.php/synagogues-and-communities?sid=251,251
Birkenau,1679,120 in 1872,35,"Birkenau was home to a small synagogue building in 1823, and although it was sold to a local Jew in 1833, the community continued to conduct services there. In 1859, six years after the synagogue burned down, a new house of worship—40 seats for men, 20 for women—was inaugurated at 17 Obergasse. The Jews of Birkenau operated a school between 1817 and 1835, after which they employed a teacher of religion who also served as shochet and chazzan. Birkenau’s Jewish cemetery (on Kallstaedter Talstrasse) had been purchased in 1717. In response to dwindling Jewish population numbers, the synagogue was sold to the municipality on November 9, 1938. On Pogrom Night, SA men broke into the synagogue and set its contents on fire. The synagogue was damaged heavily, but the fire brigade, hoping to appropriate the building, extinguished the blaze. Jewish homes were looted that night, and Jewish men were sent to Buchenwald and Sachsenhausen. The synagogue was demolished in 1940. Nineteen local Jews emigrated; one died in Birkenau. In February 1942, the remaining 14 Jews were moved into a Judenhaus from which they were deported to Poland and Theresienstadt in March and September of 1942. At least 27 Birkenau Jews perished in the Shoah. A memorial plaque was later unveiled at the former synagogue site, as was a memorial stone (1993).","Heidemarie Wawrzyn  Sources: AJ, DJGH, EJL, PK-HNF, SIA",http://germansynagogues.com/index.php/synagogues-and-communities?sid=252,252
Birkenfeld,1808,76 in 1900,37,"Birkenfeld Jews belonged to the Hoppstaedten community until 1892, when they gained the status of a sub-community (Filialgemeinde). The independent Jewish community of Birkenfeld was founded in 1923. The community established a prayer hall in 1831/32, but it was closed down when the Hoppstaedten community demanded that Birkenfeld Jews attend services in Hoppstaedten. Nevertheless, in 1863, a synagogue was inaugurated at 5 Schlossallee (renovated in 1912/13). The Jewish cemetery in Birkenfeld dates back to the 1890s. Until 1914, the community employed a teacher of religion who also functioned as chazzan and shochet. During the Weimar period and after, religious instruction was provided by the Hoppstaedten rabbi. By the end of the 1920s, regular services were no longer held in the Birkenfeld synagogue. In 1933, eight schoolchildren received religious instruction. A Jewish women’s association and a charitable society were active in the community that year. Although the Birkenfeld synagogue had been sold in May 1938, it was nevertheless set on fire on Pogrom Night. The blaze was quickly extinguished, but rioters broke the synagogue’s windows and those in Jewish homes. Stones from the synagogue—the building was demolished in March 1939—were used to build a government office. Most Jews left Birkenfeld during the Nazi period. At least one Jew died in the village, and two Jewish women, Birkenfeld’s last, were deported to the East in April 1942. At least 12 Birkenfeld Jews perished in the Shoah. A memorial plaque was unveiled at the cemetery in 1969; in 1988, a memorial stone was unveiled at the former synagogue site.","Nurit Borut  Sources: AJ, EJL, PK-NW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=253,253
Bischofsheim,1770,82 in 1881,22 (five in affiliated Ginsheim),"Bischofsheim’s local Jews were members of the Jewish community of Ruesselsheim until 1826, when they founded their own community. In 1848, Bischofsheim Jews replaced their prayer hall with a synagogue at 46 Frankfurter Strasse; thoroughly renovated in 1873, the synagogue housed a mikveh. Until the 20th century, the community employed a teacher of religion who also served as chazzan and shochet. Burials took place in Gross-Gerau. In 1933, a teacher from Gross-Gerau instructed local Jewish children in religion. Later, in April 1938, the community turned down a neighbor’s offer to purchase the synagogue. On Pogrom Night, just as SA men were breaking into the synagogue, the neighbor’s wife once again offered to buy it, and this time she received an affirmative answer. Although she managed to prevent the SA from destroying the building, it was nonetheless damaged. Torah scrolls, ritual objects and the contents of a Jewish-owned textile business were burned. On the afternoon of Pogrom Night, the SA and local schoolchildren broke the windows and doors of Jewish homes; in Ginsheim, a workshop belonging to a Jewish tailor was wrecked. During the Nazi period, several Jews moved to Bischofsheim, which was then a suburb of Mainz, and two Jewish babies were born there. Twenty-three local Jews emigrated, eight relocated within Germany and one died in Bischofsheim. The remaining 18 Jews were forcibly moved into two houses, from which they were deported to Poland and to Theresienstadt in March and September of 1942. At least 36 Bischofsheim Jews and three from Ginsheim perished in the Shoah. The synagogue was later converted into a residential building and inn. In 1988, a commemorative plaque was affixed to the building; a memorial was also unveiled at Marienplatz.","Esther Sarah Evans  Sources: AJ, EJL, PK-HNF  www.gg-online.de/html/jued_friedhof_gg.htm",http://germansynagogues.com/index.php/synagogues-and-communities?sid=254,254
Bitburg,18th century,73 in 1905,65,"Beginning in the mid-1800s, the Bitburg community maintained a prayer room in a private residence. The foundation stone for a new synagogue was laid in 1877, but lack of funds delayed construction for another two years; the new synagogue also housed a mikveh and a classroom. After 1890, burials were conducted in the cemetery on Erdorfer Strasse. The community was able, for an unspecified period, to employ a teacher of religion who also performed the duties of shochet and chazzan. By 1925, however, Jewish schoolchildren were tutored in private residences. In 1933, twelve schoolchildren received religious instruction. Bitburg’s Jewish women’s association had 18 members. On Pogrom Night, rioters vandalized and desecrated the synagogue. Later, in 1944, the building was destroyed during an air raid. Seventeen Bitburg Jews emigrated from Germany (15 went to the United States), others relocated within the country and eight, the village’s last, were deported to the East in 1942. At least 24 Bitburg Jews perished in the Shoah. The synagogue ruins were pulled down in 1952, after which a gas station was built on the site; the land was sold yet again in 1975 and, later, converted into a parking lot. A plaque commemorating Bitburg’s former Jewish community was unveiled at the former synagogue site following President Reagan’s controversial visit to the nearby military cemetery in 1985. The Jewish cemetery also houses a memorial plaque.","Heike Zaun Goshen  Sources: AH, AJ, EJL  www.roscheiderhof.de/kulturdb/kultur/kultur2910.html",http://germansynagogues.com/index.php/synagogues-and-communities?sid=255,255
Bleicherode,13th century,177 in 1746,approximately 100,"Records suggest that the town’s first Jews probably arrived from France and Italy. In 1595, six Jewish families lived in Bleicherode, but were expelled in 1600. The modern community emerged in the 18th century: a cemetery had been acquired by 1728, and in 1746 the community recorded its peak membership figure. In 1882, several Jews, having succeeded in the cattle and textile trades, funded a new synagogue to replace the rented prayer hall. Philanthropic Jewish citizens served on the town council until the early 1930s. The boycott of Jewish businesses crippled the community: by 1938/39, all Jewish business had been “Aryanized,” and nearly all local Jews had managed to emigrate. Felix Rothenburg, a mill owner, committed suicide. We also know that the synagogue was sacked and incinerated on Pogrom Night. After the war, 226 tombstones were restored at the desecrated cemetery. Fifty years after Pogrom Night, a memorial plaque was unveiled at the Mariankirche.","Harold Slutzkin  Sources: LJG, SIA",http://germansynagogues.com/index.php/synagogues-and-communities?sid=256,256
Bocholt,1654,296 in 1905,220,"In 1667, a considerable number of Jews settled in Bocholt. The community established its first synagogue in 1683, albeit illegally, in a private residence. The local magistrate shut it down after discovering its existence. The synagogue reopened a few years later, and remained in use until 1747, when the authorities once again shut it down. Finally, in 1798, after years of negotiations, Jews were granted permission to build a synagogue on condition that it would be modest and inconspicuous, and would not stand directly on the street— therefore the new house of worship was built behind an apartment building. We also know that the synagogue housed a mikveh, and that a school was later built on the site. By the late 1800s, the Jewish community of Bocholt was the largest in west Muensterland (northwest Germany, bordering the Netherlands). On Pogrom Night, SS and SA troops marched into the center of the town and split into two groups: One group set out to vandalize Jewish homes and businesses while the other set its sights on the synagogue. The latter, after breaking the doors and smashing the windows of the synagogue, vandalized the interior and then proceeded to burn the ritual objects. Although the synagogue was set on fire, the fire department, fearing the possibility of damage to the surrounding buildings, extinguished the blaze. After Pogrom Night, a furniture manufacturer used the building as a storage site until it was destroyed in a bombing raid. Shortly after the war, a memorial plaque was unveiled at the Jewish cemetery; and in 1988 a plaque was unveiled at the synagogue site.","Moshe Finkel  Sources: LJG, SG-NRW, SIA",http://germansynagogues.com/index.php/synagogues-and-communities?sid=257,257
Bochum,1349,"1,244 in 1930","1,100","The Jewish community of Bochum established a synagogue at 42 Schuetzenbahn in 1744/45, prior to which religious services were conducted in a prayer room and, possibly, in a makeshift synagogue. (Records suggest such a building may have been established in Bochum in 1650.) We also know that in 1863, ten years after the congregation was officially founded, a new house of worship—200 seats for men, 100 for women—was inaugurated at 16 Wilhelmstrasse (presentday Huestrasse); in 1895, the building was expanded to accommodate another 200 worshipers. Bochum’s Jewish school was established in 1730. Attendance became mandatory in 1820, and the school was moved to a building near Schuetzenbahn and to the new synagogue in 1850 and 1863, respectively. Officially licensed as an elementary school in 1883, it recorded its peak enrollment (125) in 1886. The oldest Jewish cemetery in Bochum, located at Buddenberg Gate, was bequeathed to the community in 1720. The cemetery was moved three times: to Wittenstrasse in 1822; to Friedhofstrasse in or around 1884; and to Wasserstrasse, in Wiemelshausen, in 1917. Many Eastern European Jews settled in Bochum at the turn of the century, some of whom joined the Liberal congregation while others established an Orthodox prayer room. In 1930, Bochum was home to the largest Jewish congregation in Westphalia. The community maintained a cheder for religious studies, a Hebrew school, a kindergarten, numerous charities and cultural associations and, beginning in 1905, summer holiday camps. Community member Otto Ruer was elected mayor in 1925. In 1933, after the Nazis’ election victories, Zionist activities intensified in Bochum. Later, in 1938, Jews of Polish origins were deported. On the evening of November 10, 1938, following an assembly, drunken members of the SA and SS set out to terrorize Jews. Jewish residents were assaulted, their homes and stores plundered and wrecked. The synagogue was set on fire around midnight, three hours after which the dome was detonated. Although the community secretary had managed to remove the Torah scrolls from the building before the destruction, no one knows what became of them. After the pogrom, the remaining Jews were moved to six designated “Jews’ Houses,” one of which was located in the interior of the destroyed school. At least 200 Bochum Jews, eventually deported to the camps in a total of five transports, perished in the Shoah. The new Jewish community, established in 1946, inaugurated a synagogue and community center in 2007, at which point over 1,200 Jews lived in Bochum. Memorials were unveiled at the former synagogue site and at Harminestrasse in 1969 and 2004, respectively.","Ruth Martina Trucks  Sources: EJL, FJG, LJG, SG-NRW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=258,258
Bockenheim,18th century,unknown,600,"In 1865, the Jewish community of Bockenheim tore down its dilapidated synagogue, after which, in 1874, a new synagogue and community hall were opened at 3-5 Schlossstrasse. We also know that the community maintained a chevra kadisha (established in 1795), a health fund for men (Israelitische Maennerkrankenkasse, 1797), another fund for women (Israelitische Frauenkrankenkasse, 1830) and an Israelitische Armenkasse (1840), the last of which took care of the poor. In 1905, Jakob Horovitz was hired as rabbi. Burials were conducted in Windecken until 1714, at which point a Jewish cemetery was consecrated on Sophienstrasse; in 1927, one year before the cemetery was closed, students desecrated and overturned the headstones. In 1936/37, unemployed SA members received ideological, military and professional training in Bockenheim’s military barracks. The old hospital was converted into an unofficial concentration camp, apparently run by the SA. The synagogue was set on fire on Pogrom Night, and hundreds of Jews from Frankfurt and Bockenheim— Bockenheim was classified as a district of Frankfurt am Main in 1895—were detained in the fairground’s festival hall, where some were mistreated. Several Jews left the town after the pogrom; several others committed suicide. The synagogue ruins were later torn down. Deportations from Bockenheim—the festival hall was one of several collection points—began in 1941. At least 11 Bockenheim Jews died in the Shoah. In 1986, a photo of the former synagogue was unveiled at the Kirchplatz subway station. Memorials were erected on Schlossstrasse and in the festival hall in November of 1988 and in 1991, respectively.","Heidemarie Wawrzyn Sources: AJ, DGFJ, FJG, GFJ",http://germansynagogues.com/index.php/synagogues-and-communities?sid=260,260
Bockenheim,16th century,118 in 1853,30,"Although individual Jews settled temporarily in Bockenheim before the early 19th century, it was only then that an actual community began to develop. Local Jews conducted services in a prayer hall (located in a private residence) until 1848, when a small, purpose-built synagogue with seats for 25 men and 20 women was built in Bockenheim. Many members of the diminished community left after the Nazis implemented their anti-Jewish boycott. On Pogrom Night, the few remaining Jews witnessed the destruction of the synagogue’s interior and the desecration of its ritual objects and Torah scrolls. By 1939, all Jews had left the town. The synagogue building, sold and converted into a residence, no longer bears any of its original architectural features.","Harold Slutzkin Sources: LJG, SIA",http://germansynagogues.com/index.php/synagogues-and-communities?sid=261,261
