id,content
427,"BERWANGEN Baden, Germany. The J. settlement dates from the late 18th cent. and rose steadily in the 19th cent. to 146 in 1887 (15% of the total). A synagogue and cemetery were inaugurated in 1845. In 1933, 33 Jews remained. In 1933-38, 13 left for th"
428,"BERZPILS Latgaledist.,Latvia. TheJ.pop. in 1935 was 30 (total 173). The Jews were murdered by the Germans at the outset of the German occupation in 1941."
429,"BES Slovakia, Czechoslovakia, today Republic of Slovakia. Jews settled in the mid-18th cent., maintaining a pop. of about 80 (3% of the total) in the 1900-40 period and having the use of asynagogue and cemetery. All were deportedto Auschwitz on 16 Ju"
430,"BESANCON Doubs dist., France. Jews are first mentioned in 1245. The community ceased to exist in the 15th cent. Jews managed to acquire temporary residence permits from time to time, but it was not until the French Revolution that Jews resettled in B"
431,"BESHENKOVICHI Vitebsk dist., Belorussia. Jews settled in the first half of the 18th cent. and reached a pop. of 3,182 (total 4,423) in 1897, dropping to 1,487 in 1926 in the wake of internal migration under the Soviets. A J. council, established in 1"
432,"BETSCHE (Pol. Pszczew) Posen-West Prussia, Germany, today Poland. By the mid-18th century, there was a J. community and several renowned rabbis were active here. The J. pop. reached a peak in 1840, numbering 173 (12% of the local pop.). It dropped to"
433,"BETTINGEN-HUETTERSDORF Saar, Germany. Jews are first mentioned in B. in 1724. They formed a joint community together with Jews from H. andBuprich, numbering 57 in 1895 and 45 in 1927. A synagogue was built in H. in 1855. In H. many weremembers of the"
434,"BETYGALA Raseiniai dist., Lithuania. The J. pop. in 1923 was 85 (25% of the total). When Germany invaded in June 1941, there were 11 J. families. Lithuanian nationalists took control of B., banished the Jews to two nearby J. estates, gathered them al"
435,"BETZDORF Rhineland, Germany. Jews settled in the late 19th cent., four families being mentioned in 1883. The small community was affiliated to the community in Hamm/Sieg, but had its own prayer room. By 1930, the J pop. stood at 40. Nearly all left t"
436,"BEUEL Rhineland,Germany. The medieval J. community was destroyed in theBlack Death persecutions of 1348-49. Jews were again present in the mid-18th cent. and formost of the 19th cent. were living in straitened economic circumstances. In 1898, 18 of 3"
437,"BEUERN Hesse, Germany. Established in 1706, the community numbered 67 (6.4% of the total) in 1861 and 18 (1.7%) in 1933. The last J. family was deported in 1942."
438,"BEURIG-SAARBURG Rhineland. Germany. Jews were present in Saarburg in the 14th cent. In the 19th cent., their number grew from eight (1808) to 34 (1895). In 1933 the J. pop. was 49 (including Beurig). Twenty-one remained in Oct. 1938. All but one who "
439,"BEUTHEN (Pol. Bytom) Upper Silesia, Germany, today Poland. Jews arrived in the 13th cent. They owned land and engaged in agriculture. The medieval community suffered from persecutionandrepeatedexpulsions. Under Swedish rule (1655-59) the community gr"
440,"BEVERUNGEN Westphalia, Germany. The Bishop ofPaderborngrantedtwo J. families residencerights in 1586. The community grew in the mid-17th cent. with Jews mainly trading in flax, thread, and fruit and engaging in moneylending as a sideline. In the mid-"
441,"BEVERWIJK Noord-Holland dist., Holland. A J. community existed in 1800. Its numbers reached about 60 in 1840. The J. pop. in 1937 was 91. There was an agricultural training farm run by Mizrachi in 1935-38. In March 1942 the Jews were transferred to A"
442,"BEZDAN Vojvodina dist., Yugoslavia. Jews settled in B. in 1740. In 1931 they numbered 116 (total 6,449). Almost all the Jews perished in the Holocaust."
443,"BEZHANITSY Kalinin dist., Russia. After the arrival of the Germans in the second half of July 1941, 120 Jews were executed outside the town."
444,"BEZIDUL NOU (Hung. Bozodujfalu) N. Transylvania dist., Rumania. In 1868-69 a group of about 100 SeventhDay Adventists living in B. convertedto Judaism and foundeda community which workedthe land. A number of Jews joined them in the early 20th cent. I"
445,"BEZIERS Herault dist., France. The J. community of B. was an important center of learning, known to medieval Jews as ''Little Jerusalem."" The synagogue inB. wasbuilt in themiddle of the 12th cent.,probably in 1144.An inscription relates thatR. Shelom"
446,"BIALACHOW Lodz dist., Poland. Jews first settled here in 1860 and were affiliated with the community at Zarnow. The majority were Gur and Aleksander Hasidim. The 100-member J. community in 1939 grew to 350 with the influx of refugees by 1941. In Oct."
447,"BIALA PODLASKA Lublin dist., Poland. An organized community with a synagogue and cemetery existed in the first half of the 17th cent., under the jurisdiction of Brest-Litovsk. The community prospered and grew rapidly in the 18th cent. The well-to-do "
448,"BIALA RAWSKA Lodz dist., Poland. Jews lived in B. from the late 18th cent. By the 1920s, 1,429 Jews lived there (61% of the total) and Jews owned the majority of its 66 stores.In Oct. 1941 the 4,000 J. inhabitants and refugees were ghettoized and on "
449,"BIALOBRZEGI Kielce dist., Poland. Jews settled in the early 19th cent., numbering 436 in 1857 and 1,418 (total 2,419) in 1921. In 1910 a great fire destroyed 100 J. homes and the synagogue. The community recovered with assistance from the Jews of Rad"
450,"BIALOGON Kielce dist., Poland. The J. pop. in 1921 was 252 (total 1,200). The 400 Jews present in 1942, including refugees, were probably deported by the Germans to the Treblinka death camp in Sept. 1942."
451,"BIALOWIEZA Bialystok dist., Poland. Jews settled in small numbers in the early 19th cent. The J. pop. grew to 400-500 (total 4,000) after WWI, supplying workers in the developing lumber industry. After two years of Soviet rule, the Germans arrived on"
452,"BIALOZORKA Volhynia dist., Poland, today Ukraine. Jews settled in the early 18th cent. The active Zionist movement sent about 100 of B.'s Jews to Palestine in the 1920s,whentheJ.pop. droppedto 874(total 2,331) from an 1897 figure of 1,070. The German"
453,"BIALY KAMIEN (Yid. Bilkamen) Tarnopol dist., Poland, today Ukraine. Jews are recorded from 1629 andby the endof the 17th cent.had organizedan independent community, with a pop. of 1,901 out ofa total 3,511 in 1880. Most were tradesman hawking their w"
454,"BIALYSTOK Bialystok dist.,Poland. Jews were encouraged to settle in the early 18th cent. by the town's proprietor, Count StephanBranicki. In 1745 the community separated itself from the Tykocin (Titkin) community and became independent. Communal affa"
455,"BIARRITZ Basses-Pyrenees dist., France. The J. community dates to the beginning of the 17th cent. In 1619, after disorders in Saint-Jean de-Luz, Marranos left the town and settled in B. More than 2,000 Jews resided in B. The synagogue was built in 19"
456,"BIBERGAU (in J. sources, Biberich) Lower Franconia, Germany. Jews are known from the late 17th cent. and numbered 131 (total 499) in 1816. The few remaining in 1907 were attached to the Dettelbachcommunity and the last two were deported to Theresiens"
457,"BIBLIS Hesse, Germany. This Orthodox community, numbering almost 200 (8% of the total.) in 1871, wasnoted for its J. educationalwork andindustrial enterprise. Mauricio Hochschild, whose family ran a metal-trading company, later became one of Bolivia'"
458,"BIBRA Thuringia, Germany. Jews first settled there in the late Middle Ages, but were expelled again and again during the 16th cent. In 1678, eight J. families lived in B. and by 1833 the J. pop. was 104 (25% of the total pop.). A building housing the"
459,"BICSKE Fejer dist., Hungary. Jews settled in the early 18th cent. and numbered 231 in 1880 and 241 in 1930. À synagogue was built in the early 19th cent. After WWI, the Jews were severely victimized in the White Terror. The Zionists were influential "
460,"BIEBESHEIM Hesse, Germany. Numbering 49 (3.1% of the total) in 1861, the community dwindled to 22 in 1933.By theendof 1938 all the Jewshad emigrated."
461,"BIEBRICH AM RHEIN Hesse-Nassau, Germany. Jews lived there and in nearby Mosbach from the 17th cent. Their united community opened a new synagogue in B. (1830), which soon gave way to a larger edifice (1865). Though affiliated with Wiesbaden's (Libera"
462,"BIECZ Cracow dist., Poland. Only under Austrian rule in the 18th cent. were residence and trade restrictions lifted and a permanent community formed. Jews dealt in cattle, hides, iron, farm produce, and crude oil and were active in light industry. An"
463,"BIELAWY Warsaw dist., Poland. A J. community existed from the 18th cent. and numbered 176 in 1857. In early 1941 the Jews were expelled to Warsaw by theGermans and suffered the fate of the Jews there."
464,"BIELEFELD Westphalia, Germany. J. settlement dates from at least 1345 but the community was destroyed in the Black Death persecutions of 1348-49. Jews again settled in 1370 when the Duke of Juelich grantedletters of protection to seven families.Dispu"
465,"BIELICA Nowogrodek dist., Poland, todayBelarus. Jews apparently arrived in the 16th cent., engaging in the lumber trade and opening hostels near the town. Their pop. reached a peak of 679 (total 1,686) in 1897 but fell to 483 in 1921. Between the Wor"
466,"BIELLA Piedmont, Italy. The first documented evidence about Jews in B. dates back to the 16th cent. They were engaged in moneylending and commerce. The ghetto was officially introduced in 1723. By 1761, there were six families (26 individuals) listed"
467,"BIELOPOLIE Sumy dist., Ukraine. The J. pop. was 105 (1% of the total) in 1897 and 125 in 1939. The Germans arrived on 7 Oct. 1941, registering 30 Jews. In early 1942, the Jews were sent to labor in the peat bogs. Afterwards they were sent to Konotop "
468,"BIELSK Warsaw dist., Poland. The J. community began to develop initially under the auspices of Plock in the 19th cent. Most of the J. craftsmen were tailors and some farmed. Many fled during WWI. The J. pop. reached 249 in 1921 (total 1,573) and drop"
469,"BIELSKO-BIALA (Yid. Biala-Bielitz) Silesia and Cracow dists., Poland. The two cities, on opposite banks of theBiala River, had a closely intertwinedhistory. Jews settled in Bielsko in the second half of the 17th cent. but the community only began to "
470,"BIELSK PODLASKI Bialystok dist., Poland. The first Jews settled in the late 15th cent., leasing the local customs house. A synagogue was built in 1542 but no Jews were present in the 17th-18th cents. The modern community was founded in the early 19th"
471,"BIERSTADT Hesse-Nassau, Germany. Established in 1827, the community had members in three neighboring villages; it numbered 72 (2% of the total.) in 1925 and 48 in 1932. Jews who remained after Kristallnacht (9-10 Nov. 1938), when the synagogue was va"
472,"BIEZUN Warsaw dist., Poland.By the beginning of the 19th cent. the Jews constituted an independent community. In WWI they suffered greatly from both Cossack and German invaders. After the war, when the J. pop. reached 779 (total 2,344), there was inc"
473,"BIGGE Westphalia,Germany.Eight J. families were present in 1846 and a peak of 80 Jews (total 1,116) in 1910.A J. elementary schooloperatedin the early 20th cent. and a synagogue and cemetery were in use through the Nazi period. Of the 49 Jews in B. i"
474,"BIHAC Bosnia-Hercegovina, Yugoslavia, today Republic of Bosnia. Jews probably settled during Ottoman rule. In 1928 they were represented on the town council. Most of the Jews (156 in 1940; total pop. 6,000) were killed in Jasenovac; only 25 survived."
475,"BIHARKERESZTES Bihar dist, Hungary. Jews were apparently present in the mid-19th cent. In 1930 the J. pop. was 164. In 1942, most men were taken to forcedlabor andat the endof May 1944, theremaining Jews were deported to Auschwitz via Nagyvarad. Surv"
476,"BIHARNAGYBAJOM (also Nagybajom) Bihar dist., Hungary. Jews settled in the early 19th cent., numbering 208 in 1880 and 144 in 1930. On 3 June they were deported to Auschwitz via the Nagyiarad ghetto."
477,"BIJELJINA Bosnia-Hercegovina, Yugoslavia, today Republic of Bosnia. The J. community was established in the 19th cent. or earlier. Zionism found expression from the beginning of the 20th cent. The J. pop. in 1931 was 328 (total 12,389). During WwiI t"
478,"BIKOVKA Zhitomir dist., Ukraine. Jews numbered 92 in 1897 and 151 (total 1,872) in 1939. The Germans captured B. on 9 July 1941, murdering the few Jews who had neither escapednor been evacuated."
479,"BILA CIRKEV (Hung. Fejeregyhaza; Yid. Vais Feld) Carpatho-Russia, Czechoslovakia, today Ukraine. Jews probably settled in the mid-18th cent., numbering ten in 1768 and 42 (total 284) in 1880. The J.pop. rose to 230 in 1921under Czechoslovakian rule a"
480,"BILCZE ZLOTE Tamopol dist., Poland, today Ukraine.Between 20 and 30 J. families lived heremostly as farmers over the years. With the Russian retreat in 1941, their Ukrainian neighbors terrorized them and theGermans expelledthemin 1942 to nearbyBorszc"
481,"BILGORAI Lublin dist., Poland. The J. settlement was one of the oldest in the Lublin area, dating from the late 16th cent.It was destroyedin the Chmielnicki massacres of 1648-49 and renewed in the 18th cent. Early in the 18th cent, the Kronenberg fam"
482,"BILINA Bohemia (Sudetenland), Czechoslovakia. Jews are first mentioned in 1417. The modern community reached a pop. of 70-80 (nearly 1% of the total). A synagogue was opened in 1895. Jews maintained good relations with their neighbors and served on t"
483,"BILKY (Hung. Bilke) Carpatho-Russia, Czechoslovakia, today Ukraine. J. settlement dates from the first half of the 18th cent. Six J. families were present in 1736. The J. pop. thenrose from 40 in 1830 to 620 (total 3,347) in 1880. With the community "
484,"BILLERBECK Westphalia, Germany. One J. family was present in the late 17th cent. and five (49 Jews) in 1818. The J. pop. dropped to 20-35 in the mid-19th and early 20th cents. (total 1,500). The community maintained a synagogue in a private home (fro"
485,"BILLIGHEIM (I) Baden, Germany. The first Jews settledafter the Thirty YearsWar andmaintaineda stable pop. of ten families until the mid-18th cent., trading in cattle and farmproduce.A. J. elementary schoolwas openedin the 1830s and the J. pop. reache"
486,"BILLIGHEIM (II) Palatinate, Germany. Jews received residence rights in 1710 and numbered 10-13 families in the 1722-68 period. In 1808, the J. pop. was 42 and in 1848 it was 98 (17 families), including ten merchants and seven artisans. In 1858, it re"
487,"BILOVEC Silesia, Czechoslovakia. Jews probably settled in the mid-19th cent., reaching a pop. of about 300 including surrounding settlements in 1921. In 1930, 64 were present in the town. After the annexation of the Sudetenland to the Third Reich in "
488,"BINAU Baden, Germany. Jews were present by the late 18th cent. A synagogue was built in 1790 and a J. elementary school was opened in 1835, with the J. pop. reachingapeak of 146 in 1842 andthendropping steadily to 20 in 1933 (total 390). In 1936 and "
489,"BINGEN Hesse, Germany. From the 11th cent., J. moneylenders were permitted to settle there as protected Jews (Schutzjuden), the archbishops levying taxes on their wealth. The community later suffered expulsion (1198) and the Black Death persecutions "
490,"BINSWANGEN Swabia, Germany. A J. settlement existedin the secondhalf of the 16th cent., augmented after 1617 by Jews expelled from Burgau and its environs. Jews engaged in moneylending and the cattle trade. A new synagogue was built in 1837. R. Hirsc"
491,"BIRCZA (Yid. Berch) Lwow dist., Poland, today Ukraine. A single J. family is mentioned as early as 1577, but the community only developed in the 19th cent., growing to 1,050 or half the total by 1900. The Jews sufferedrape andpillage at the hands of "
492,"BIRKENAU Hesse, Germany. Numbering 66 in 1828, the community grew to 120 (about 8.5% of the total) in 1872 and then declined. The last service was held on 6 Nov. 1938, one day before the local fire brigade assumed ownership of the synagogue, thus pre"
493,"BIRKENFELD Oldenburg, Germany. Eleven Jews were present in 1808, affiliated to the Hoppstaedten community. In 1892, the B. Jews constituted a satellite community of the latter, which in 1923 became independent. By 1863, a synagogue had already been c"
494,"BIRSTEIN Hesse-Nassau,Germany.Foundedin the late 18th cent., this Orthodox community dedicated a synagogue in 1868 and maintained a regional elementary school(1824-1937).It disbandedin 1937 afterthe 116 Jews (10% of the total in 1933) had mostly left"
495,"BIRZAI (Yid. Birzh) Lithuania. Jews first settled in B. at the turn of the 17th cent.They wereinvited to develop the economy by nobles of the Radziwill family, who owned theland. The first Jews to arrive wereKaraites, with Rabbanite Jews following in"
496,"BISCHHEIM AU SAUM (Bischeim-Schiltigheim) Bas-Rhin dist., France. A. J. community is first mentioned around 1600. Up to the French Revolution, B. was consideredone of themostimportant communities in Alsace. In 1766, 32 J. families resided in B., incr"
497,"BISCHOFSBURG (Pol. Biskupiec) East Prussia, Germany, today Poland. J. settlement startedprobably only in the 19th cent. In 1871, the J. pop. numbered 134, declining to 79 in 1905. The community maintained a synagogue and a cemetery. On the eve of the"
498,"BISCHOFSHEIM Hesse, Germany. Thanks to this village's transformation into an industrial center, the community also grew, numbering 82 (about 5% of the total) in 1871 and enjoying good relations with working-class neighbors. The last 30 Jews mostly fl"
499,"BISCHOFSWERDER (Pol. Biskupie) East Prussia, Germany, today Poland. Jews settledin B. in the mid-18th cent. They numbered 18 families in 1812 and 190 individuals in 1880. By 1925, the J. pop. came to 35. The community maintained a synagogue (from abo"
500,"BISCHWILLER (Ger. Bischweiler) Bas-Rhin dist. France. The Jews of B. were massacred during the Black Death persecutions of 1348-49. Jews only returned to settle in 1845, inaugurating a synagogue in 1859. The community numbered 193 members in 1936. Du"
501,"BISKUPICE Lublin dist., Poland. A small J. community was present in the mid-18th cent., growing to 543 (total 1,476) in 1897 but dropping to 129 in 1921 after many left in WWI. Under the German occupation from Sept. 1939,refugees swelled the J. pop. "
502,"BISTRA (Hung. Bisztra) N. Transylvania dist., Rumania. A J. community was established in the mid-19th cent. The J. pop. in 1930 was 303 (32% of the total). In April 1944 Jews werehanded over to thepolice by peasants and deported to Auschwitz."
503,"BISTRITA (Hung. Besztece) N. Transylvania dist., Rumania. A J. community was organized in the 1860s, and in 1893 a synagogue was consecrated, one of the largest and most magnificent in Transylvania. In WWI, 138 B. Jews were conscripted and 12 were ki"
504,"BITBURG Rhineland, Germany. Five Jews were present in 1808 and a peak of 73 (total 3,167) in 1905. On Kristallnacht (9-10 Nov. 1938), the synagogue was destroyed. Of the 40 Jews living in B. in the Nazi period (of whom 12 arrived after May 1933), 17 "
505,"BITOLA Monastir (Macedonia), Yugoslavia. Jews settled in B. in the 15th cent. or earlier. In the late 15th cent. J. refugees arrived from Spain andPortugal and established their own community, which remained separate from the earlier Romaniot communi"
506,"BITTERFELD Saxony, Germany. There was a J. community in B. in the 13th cent, but it was wiped out in theBlack Deathpersecutions 1348-49. A J. settlement was established around 1880. It numbered 74 individuals in 1925. The Jews were members of the Del"
507,"BIUK-ONLAR (from 1944, Oktyabrskoye) Crimea, Russia, todayUkraine. The first Jews to arrive and settle illegally in the early 20th cent. were well-to-do merchants exporting grain via the port of Teodosya.In the Sovietperiod, theregion became a center"
508,"BIVOLARI Moldavia dist., Rumania. Jews settled in the early 19th cent. The J. pop. in 1885 was 1,000 (83% of the total). The poet Yona David was born there. In May-June 1941 Jews were arrested and sent to forced labor. At the end of June, all the Jew"
509,"BIXAD (Hung. Bikszad) N. Transylvania dist., Rumania. Jews from Galicia settled in the late 18th cent. The J. pop. in 1930 was 119 (6% of the total). In May 1944 the community was transferred to the Satu Mare ghetto and in June deported to Auschwitz."
510,"BIZERTE (also Benzert) Bizerte dist., Tunisia. There is evidence of a J. community in the Phoenician, Roman, and Byzantine periods. At this time Jews engaged in fishing, commerce, and some farming. According to Arab sources, Jews servedas governors o"
511,"BJELOVAR Croatia, Yugoslavia, today Republic of Croatia. The J. community was established in 1877. Under Austrian rule the Jews were close to the Croatian national government. Zionism was widespread from the 1920s. The Jews eventually worked in the f"
512,"BLAGOEVO (until 1923, Bolshoyi Buyalik) Odessa dist., Ukraine. The J. pop. in 1939 was 105 (total 5,191). Shortly after their arrival in early Aug. 1941, the Germans presumably murdered the few Jews who had neither fled nor been evacuated."
513,"BLAJ (Hung. Balazsfalva;Ger.Blasendorf) S. Transylvania dist., Rumania. A J. community was founded in 1871. Shimon Mendel, grandson of the chief rabbi of Transylvania, donated land for the community's institutions. R. Yosef Gruenbaum (1895-1920) was "
514,"BLAMONT Meurth-et-Moselle dist., France. The synagogue in this village was inauguratedin 1844. According to the 1939 census, 32 Jews were listed as living in B. and 44 in 1942. Arrests began on 14 July 1942. On 13 Oct. 1943, 33 Jews were arrested and"
515,"BLASZKI Lodz dist., Poland. By 1764, 56 Jews earned their living here from trading in grain, seeds, and export of eggs. The J. pop. in 1921 was 2,186 (56% of the total). Antisemitic manifestations were frequent in the 1930s. In Dec. 1939 the Jews wer"
516,"BLAZOWA Lwow dist., Poland. The J. settlement dates from the 18th cent. and was known forthe hasidic court establishedby Tzevi Elimelekh Shapira, the founder of the local dynasty. The J. pop. reached a peak of 942 in 1890 (20% of the total). After WW"
517,"BLEICHERODE Saxony, Germany. Jews were living in B. in 1290. The community was spared the Black Death persecutions of 1348-49, but in 1593 all the Jews were expelled from the city. A new J. settlement started around 1700, numbering 177 individuals in"
518,"BLENDUV Warsaw dist., Poland. Jews appeared with the founding of the town as an industrial settlement in the 1820s. With the decline of the weavingindustry they turned to small businesses and crafts and from the 1920s, when the J. pop. reached 815 (o"
519,"BLEZEWO Volhynia dist., Poland, today Ukraine. Jews numbered 101 in 1921 (total 878). They were murdered by the Germans on 11 Sept. 1942 after being transferred to the Berezow ghetto."
520,"BLOIS Loir-et-Cher dist., France. The earliest reference to Jews in B. is in 992. A blood libel in 1171 was the first ritual murder accusation in France. It resulted in Count Theobald ordering the whole community of 31 Jews to be burnt at the stake o"
521,"BLOMBERG Lippe, Germany. Jews had a cemetery thereas early as 1500. They built a synagogue in 1808. The community numbered 50 (2% of the total) in 1892, with members in Cappel and Schwalenberg. The community dwindled to six by 1933 and only one Jew r"
522,"BLONIE Warsaw dist., Poland. With the removal of residence restrictions in 1862 a community emerged numbering 1,027 at the end of the 19th cent. With the arrival of the Germans in early Sept. 1939, Jews were put to forced labor and at the end of 1939"
523,"BOBENHAUSEN Hesse, Germany. Established in the secondhalf of the 18th cent., the community numbered 61 (10% of the total) in 1880 but dwindled to a handful in 1942, when the Jews were transported to death camps."
524,"BOBER Kiev dist., Ukraine. B. was a J. agricultural colony in the 19th cent. with a pop.of eight J. families in 1878. In 1897 Jews numbered 208 (total 633 residents) and engaged mostly in fishing. In 1926, under the Soviets, the J. pop. was 99. The N"
525,"BOBINICHI Vitebsk dist., Belorussia. Jews numbered 170 (total 219) in 1920. The Germans occupied the town in early July 1941. In Jan. 1942, 108 Jews were murdered at the Christian cemetery."
526,"BOBOWA (Yid. Bobov) Cracow dist., Poland. A community of 44 families lived there in 1765. In 1893 the hasidic Bobow dynasty established its court in B., creatingadditional sourcesof income.A yeshiva accommodating 300 students was also establishedand "
527,"BOBR Minsk dist.,Belorussia. Jewsprobably settled in the first half of the 18th cent., numbering 168 in 1766 and 1,479 (total 2,483) in 1897. In 1926, under the Soviets, their number fell to 1,018. Some Jews worked in agriculture. A J. kolkhoz founde"
528,"BOBRINETS Kirovograd dist., Ukraine. Jewsprobably settledin the early 19th cent. andnumbered3,481 (total 14,281) in 1897. Two talmudei torah existed by the 1880s. In the Soviet period, the J. pop. dropped to 2,265 in 1926 and 654 in 1939. The Germans"
529,"BOBRKA (Yid. Boibrik) Lwow dist., Poland, today Ukraine. The community, probably founded in the late 17th cent., was based mainly on trade and crafts and included a number of wealthy merchants at the turn of the 19th cent.The J.pop. in 1900 was 2,500"
530,"BOBROVITSA Chemigov dist., Ukraine. Jews settled in the latter half of the 19th cent. and numbered 671 (total 5,120) in 1897. Anton Denikin's White Army staged a continuing pogrom from Dec. 1919 to Feb. 1920. In 1939, 122 Jews remained. After their a"
531,"BOBROVYI KUT Nikolaiev dist., Ukraine. B. was founded in 1807 by Jews from Mogilev. The J. pop. was 408 in 1810 and 1,248 (total 1,469) in 1897. Aside from farming, the few dozen families here engaged in crafts (as cobblers, etc.). A kolkhoz was esta"
532,"BOBROWNIKI Lublin dist., Poland. In the absence ofresidencerestrictions, Jewswereprobably presentin theMiddle Agesbut apparently only formed an organized community in the 18th cent. Their pop. dropped from 519 in 1857 to 282 (total 1,273) in 1897 aft"
533,"BOBRUISK Mogilev dist., Belorussia. The J. pop. grew from 359 in 1776 to 8,866 in 1861 and 20,759 (total 34,336) in 1897. In the late 19th cent. J. breadwinners included 87 wholesale merchants, 1,706 petty traders, 70 farmers, 2,438 artisans, 1,034 d"
534,"BOCHEYKOVO Vitebsk dist., Belorussia. The J. pop. was 323 (total 722) in 1897 and 183 in 1923 under the Soviets. In 1925, seven J. families earned their livelihoods in agriculture. The Germans occupied the town in July 1941andmurderedin Feb. 1942 tho"
535,"BOCHNIA Cracow dist.,Poland. Jews settled in the 13th cent. following the discovery of salt mines and were active in the trade. The organized community was accorded a number of privileges in 1555, but in 1605, following a Host desecration libel, the "
536,"BOCHOLT Westphalia, Germany. Continuous J. settlement startedin the 17th century. The community grew from three families in 1683 to 120 individuals in 1871 and peaked in 1905 at 296 individuals. In 1932, 227 remained. A J. cemetery was opened about 1"
537,"BOCHUM Westphalia, Germany. A permanent J. settlement dates from the late 16th cent. though Jews also seem to have been present in the 14th-15th cents.The five families therein 1590had a synagogue. In the 18th cent., Jews were allowed to purchase hou"
538,"BOCICOIUL MARE (Hung. Nagybocsko) N. Transylvania dist., Rumania. Jews first settled in the early 18th cent. The majority engaged in agriculture. The J. pop. in 1920 was 338 (34% of the total). Antisemitic manifestations began with the arrival of the"
539,"BOCKI Bialystok dist., Poland, today Belarus. Founded in the 16th cent., the J. settlement was one of the oldest in Poland. Many Jews ran inns and the more substantial merchants dealt in grain, cattle, and hides andhelpeddevelopPoland's economy,expor"
540,"BODENFELDE Hanover, Germany. J. residents founded an elementary school in 1819 and opened a synagogue in 1825. Together with the Jews of Uslar (1843) andLippoldsberg(1867), they formeda regional community. They engaged in various trades and numbered6"
541,"BODENHEIM Hesse, Germany. The Jews, who traded in livestock and wine, numbered 118 in 1853 but soon dwindled. On Kristallnacht (9-10 Nov. 1938), J. property was vandalized and by the spring of 1939 all the Jews had left, many emigrating."
542,"BODERSWEIER Baden, Germany. Jews first settled in the early 17th cent. A new synagogue was built in 1811 and the J. pop. grew to 116 in 1875 (total 1,124). Thereafter it declined steadily to 34 in 1933. On Kristallnacht (9-10 Nov. 1938) the synagogue"
543,"BODROGKERESZTUR Zemplen dist., Hungary. Jews arriving from Poland are first mentioned in 1726, protected by estate owners whose produce they marketed. Most dealt in alcoholic beverages, making a name for themselves as winegrowers. The first synagogue"
544,"BODZANOW Warsaw dist., Poland. À community existed from the late 19th cent. In 1919, Jews were plundered and maltreated by Polish soldiers and later suffered economic hardship. The J. pop. in 1921 was 807 (total 2,093) In March 1941 they were expelle"
545,"BODZENTYN Kielce dist., Poland. Jews first settled in the early 19th cent. They numbered 934 (total 3,039) in 1921 and 700 on the eve of the German occupation in Sept. 1939. Their numbers increased to 1,400 with the arrival ofrefugeesin 1940. All wer"
546,"BOECHINGEN Palatinate,Germany. A synagogue was in use in the 18th cent. and a J. elementary school was in operation in 1834, attended by 41 children. In 1846, the J. pop. included 41 families (178 Jews); 30 of the breadwinners were merchants and 11 a"
547,"BOEDIGHEIM Baden, Germany. The J. settlement beganin 1345 and continued to grow thanks to the favorable attitude of the nobility to J. refugees from Wuerzburg. In the early 18th cent., the Jews lived in a separate quarter and enjoyed extensive trade "
548,"BOENSTADT Hesse, Germany. Numbering 51 (7.6% of the total) in 1861, the community declined and after WWI its synagogue was closed. Seven Jews living there in 1939 were eventually deported."
549,"BOESINGFELD Lippe, Germany. In 1890, the J. pop. was 35.The community maintaineda synagogue (established in 1903) and a cemetery. In June 1933, about four months after the Nazi assumption of power, 23 Jews remained. On Kristallnacht (9-10 Nov. 1938),"
550,"BOGACHEVKA Odessa dist., Ukraine. B. was founded as a J. farm settlement in 1850 and had a pop. of 84 families (418 people, including 146 children). In 1897, the pop. was 506 (all Jews) and in 1926, 2,578 (including 326 Jews). A three-grade J. school"
551,"BOGDANOVKA Stavropol territory, Russia. The founders of the J. village were Mountain Jews (Tats). Expelled from Persia in the early 19th cent., they settled in the village of Dzeganas, where they formed a community with a rabbi. In 1897, their pop. w"
552,"BOGODUKHOV Kharkov dist, Ukraine. Jews numbered 89 (total 11,702) in 1897 and 136 in 1939. The Germans captured the city on 12 Oct. 1941 and in Nov. 1942 murdered,near the local hide-processing plant, the Jews who had neither fled nor been evacuated."
553,"BOGORJA Kielce dist., Poland. A J. community of 125 was present in 1789. At the turn of the 18th cent., it built a wooden synagoguerenowned for its mirrored ceiling and decorative walls. The J. pop. rose to 450 (total 1,189) in 1921. Many fled eastwa"
554,"BOGORODITSK Tula dist., Russia. Jews probably settled in the early 20th cent. In 1926 their pop. was 54. The few who neither had fled nor been evacuated were murdered during the short German occupation of the town (15 Nov. to 15 Dec. 1941)."
555,"BOGUSHEVSK Vitebsk dist., Belorussia. The J. pop. was 144 in 1811 and 569 (total 3,280) in 1939. In the Soviet period, a J. elementary school (four grades) was active in the town. Prior to the arrival of the Germans in July 1941, some Jews fled. On 5"
556,"BOGUSLAV Kiev dist., Ukraine. J. settlement commencedin the early 17th cent., with the J. pop. reaching 574 in 1765 and 7,445 in 1897. R. Hirsch Menahem and R. Moshe Eikel were among the wellknown rabbis who officiated and were buried in the city. Bo"
557,"BOHDAN (Hung. Tiszabogdany) Carpatho-Russia, Czechoslovakia, today Ukraine. Jews settled in the mid-19th cent. In 1880, the J. pop. was 123 (total 2,060), rising to 275 in 1921 in the Czechoslovakian Republic and 329 in 1941 under the Hungarians. A n"
