ejl_line,code,name,region,country,presence_type,year_approx,year_code,source,area,index_sht,src,lon,lat
2153,VLN_VLK_ILY,ILJA,Vilnius,Poland,jews_arrived,1600,16XX,Jews probably arrived in the 17th cent.,Russian Empire,0402Il1,SHTETLS,27.3,54.41666667
2159,GLC_LWW_ILN,ILNIK,Lwow,Poland,POP,1900,19XX,Between the World Wars the J. community of a few hundred,Galicia,,GLC_PRU,23.1,49.08333333
2162,CRL_ILL_ILKS,ILUKSTE,Courland,Latvia,jews_arrived,1775,17LX,Jews began to settle at the end of the 18th cent.,Russian Empire,1907Il2,SHTETLS,26.3,55.96666667
2163,POL_WRS_ILU,ILUW,Warsaw,Poland,jews_arrived,1750,17MX,Jews settled there in the mid-18th cent.,Congress Poland,,GLC_PRU,20.02944444,52.34194444
2167,WGLC_KLC_ILZ,ILZA,Kielce,Poland,jews_arrived,1815,18EX,Jews settled in the early 19th cent.,West Galicia,,GLC_PRU,21.25,51.16666667
2171,GRD_GRD_INDR,INDURA,Grodno,Poland,first_mention,1539,1539,Jews are first mentioned in 1539,Russian Empire,1101In1,SHTETLS,23.88333333,53.45
2175,KHR_KHR_INHL,INGULETS,Kherson,Ukraine,community_founded,1809,1809,founded as a J. colony in 1809,Russian Empire,4701In1,SHTETLS,33.25,47.73333333
2178,POL_LDZ_INW,INOWLODZ,Lodz,Poland,jews_arrived,1537,1537,Jews first settled here in 1537,Congress Poland,,GLC_PRU,20.21666667,51.53333333
2179,PRU_PZN_INW,INOWROCLAW,Poznan,Poland,first_mention,1447,1447,Jews are first mentioned in 1447,Posen,,GLC_PRU,18.26666667,52.8
2180,PRU_OST_INS,INSTERBURG,East Prussia,Germany,jews_arrived,1834,1834,The first Jew settled in I. in 1834,Ostpreu��,,GLC_PRU,21.81666667,54.63333333
2181,VLN_VLN_INTR,INTURKE,Vilnius,Lithuania,community_founded,1700,17XX,The J. community began in the 18th cent.,Russian Empire,0401In1,SHTETLS,25.55,55.16666667
2191,BSS_IZM_IZMY,ISMAIL,Bessarabia,Rumania,jews_arrived,1775,17LX,Jews first settled in the late 18th cent.,Russian Empire,0305Iz1,SHTETLS,28.83333333,45.35
2198,KV_RDM_IVNK,IVANKOV,Kiev,Ukraine,POP,1789,1789,Jews numbered 73 in 1789,Russian Empire,1607Iv1,SHTETLS,29.9,50.93333333
2201,VLH_ZHT_IVNY,IVNITSA,Volhinia,Ukraine,POP,1765,1765,Jews numbered 88 in 1765,Russian Empire,0801Iv1,SHTETLS,29.05,50.15
2202,MNS_PNS_IVNK,IWANIKI,Minsk,Poland,community_founded,1851,1851,I. was a J. farm settlement established in 1851,Russian Empire,2207Iv1,SHTETLS,26.08333333,52.18333333
2203,WGLC_KLC_IWN,IWANISKA,Kielce,Poland,community_founded,1850,18MX,formed an organized community with its own synagogue in the mid-19th cent,West Galicia,,GLC_PRU,21.28333333,50.73333333
2204,MNS_MNS_IVYN,IWIENIEC,Minsk,Poland,community_founded,1775,17LX,The community dates from the late 18th cent.,Russian Empire,2201Iv1,SHTETLS,26.75,53.88333333
2205,VLN_OSH_IWY,IWJE,Vilnius,Poland,jews_arrived,1615,16EX,Jews settled in the early 17th cent.,Russian Empire,0405Iv1,SHTETLS,25.76666667,53.93333333
2206,GRD_VLK_IZBL,IZABELIN,Grodno,Poland,jews_arrived,1750,17MX,Jews settled in the mid-18th cent.,Russian Empire,1105Iz1,SHTETLS,24.55,53.1
2207,WGLC_LBL_IZB,IZBICA,Lublin,Poland,jews_arrived,1775,17LX,The first J. families settled in the late 18th cent.,West Galicia,,GLC_PRU,23.16666667,50.88333333
2208,POL_LDZ_IZB,IZBICA KUJAWSKA,Lodz,Poland,jews_arrived,1600,16XX,Jews first settled here in the 17th cent.,Congress Poland,,GLC_PRU,18.78333333,52.41666667
2210,KHR_IZM_IZYM,IZIUM,Kharkov,Ukraine,POP,1897,1897,Jews numbered 88 in 1897,Russian Empire,4607Iz1,SHTETLS,37.25,49.21666667
2213,KHR_ELZ_BRZV,IZRAILOVKA (I),Kherson,Ukraine,community_founded,1807,1807,A J. agricultural settlement was founded in 1807,Russian Empire,4704Iz1,SHTETLS,32.6,48.01666667
2214,PDL_MGL_IZRL,IZRAILOVKA (II),Podolia,Ukraine,jews_present,1787,1787,the village had six Jews in 1787,Russian Empire,3208Iz1,SHTETLS,27.73333333,48.53333333
2216,VLH_ZSL_IZYS,IZYASLAV,Volhinia,Ukraine,jews_present,1600,16XX,Jews were present in large numbers in the 17th cent.,Russian Empire,0804Zs1,SHTETLS,26.8,50.11666667
2219,LMZ_PLN_JBLN,JABLONKA KOSCIELNA,Lomza,Poland,jews_present,1700,17XX,Jews were present from the 18th cent.,Russian Empire,5403Ib1,SHTETLS,22.36666667,52.95
2221,POL_WRS_JBL,JABLONNA,Warsaw,Poland,jews_arrived,1815,18EX,Jews probably arrived in the early 19th cent.,Congress Poland,,GLC_PRU,20.93333333,52.36666667
2222,GLC_STNL_JBL,JABLONOW (I),Stanislawow,Poland,community_present,1700,17XX,The J. community dates from the 18th cent.,Galicia,,GLC_PRU,24.95,48.4
2223,GLC_LWW_JBL,JABLONOW (II),Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 103,Galicia,,GLC_PRU,23.08333333,49.03333333
2226,WGLC_WRS_JDW,JADOW,Warsaw,Poland,first_mention,1760,1760,J. settlers are mentioned in the 1760s,West Galicia,,GLC_PRU,21.63333333,52.46666667
2227,GLC_TRN_JGL,JAGIELNICA,Tarnopol,Poland,community_present,1700,17XX,A J. community existed from the 18th cent.,Galicia,,GLC_PRU,25.73333333,48.95
2229,GRD_VLK_JLWK,JALOWKA,Grodno,Poland,jews_arrived,1775,17LX,Jews probably settled in the late 18th cent.,Russian Empire,1105Il1,SHTETLS,23.9,53.01666667
2235,GLC_LWW_JNW,JANOW (I),Lwow,Poland,first_mention,1615,16EX,Jews are mentioned in the early 17th cent.,Galicia,,GLC_PRU,23.73333333,49.91666667
2236,GLC_TRN_JNW,JANOW (II),Tarnopol,Poland,first_mention,1628,1628,Jews are first mentioned in 1628,Galicia,,GLC_PRU,25.71666667,49.21666667
2237,WGLC_LBL_JNW,JANOW (III),Lublin,Poland,community_present,1600,16XX,A J. community with a synagogue and cemetery existed by the 17th cent.,West Galicia,,GLC_PRU,22.41666667,50.71666667
2239,GRD_KBR_IVNV,JANOW POLESKI,Grodno,Poland,community_founded,1650,16MX,The J. community was formed around the mid-17th cent.,Russian Empire,1106Iv1,SHTETLS,25.55,52.13333333
2240,GRD_SKL_JNWS,JANOW SOKOLSKI,Grodno,Poland,jews_arrived,1715,17EX,The first Jews arrived in the early 18th cent.,Russian Empire,1109In1,SHTETLS,23.23333333,53.46666667
2241,PRU_PZN_JNW,JANOWIEC (I),Poznan,Poland,POP,1871,1871,The 19th cent. community reached a peak pop. of 199 ... in 1871.,Posen,,GLC_PRU,17.5,52.75
2242,WGLC_KLC_JNW,JANOWIEC (II),Kielce,Poland,jews_arrived,1550,15MX,Jews settled in the mid-16th cent.,West Galicia,,GLC_PRU,21.88333333,51.33333333
2243,POL_LBL_JRC,JARCZOW,Lublin,Poland,POP,1863,1863,Jews numbered 203 ... in 1863,Congress Poland,,GLC_PRU,23.6,50.41666667
2245,PRU_PZN_JRC,JAROCIN,Poznan,Poland,jews_arrived,1775,17LX,invited the Jews to settle in the second half of the 18th cent.,Posen,,GLC_PRU,17.51666667,51.96666667
2246,GLC_LWW_JRS,JAROSLAW,Lwow,Poland,first_mention,1464,1464,Jews are ... mentioned in 1464,Galicia,,GLC_PRU,22.68333333,50.01666667
2247,GLC_LWW_JRY,JARYCZOW NOWY,Lwow,Poland,community_founded,1715,17EX,a community was reestablished in the early 18th cent.,Galicia,,GLC_PRU,24.3,49.91666667
2248,GLC_LWW_JSN,JASIENICA ROSIELNA,Lwow,Poland,POP,1900,1900,The J. pop. reached a peak of 546 ... in 1900,Galicia,,GLC_PRU,21.95,49.75
2249,GLC_STNL_JSN,JASIENOW POLNY,Stanislawow,Poland,POP,1921,1921,The J. pop. in 1921 was 109,Galicia,,GLC_PRU,25.51666667,48.63333333
2252,GLC_LWW_JSL,JASLISKA,Lwow,Poland,jews_arrived,1815,18EX,The first Jews settled in the early 19th cent.,Galicia,,GLC_PRU,21.8,49.45
2253,GLC_KRK_JSL,JASLO,Cracow,Poland,first_mention,1300,13XX,Jews are mentioned in the 14th cent.,Galicia,,GLC_PRU,21.46666667,49.75
2254,KV_KV_YSNH,JASNOGORODKA,Kiev,Ukraine,POP,1784,1784,Jews numbered 60 in 1784,Russian Empire,1601Is1,SHTETLS,30.01666667,50.35
2255,POL_PZNW_JST,JASTROW,Posen-West,Germany,community_present,1771,1771,By 1771 there was a J. community,Congress Poland,,GLC_PRU,16.81666667,53.41666667
2265,CRL_FRD_JNJL,JAUNIJELGAVA,Courland,Latvia,jews_arrived,1795,1795,began to settle under Russian rule after 1795,Russian Empire,1910Fr1,SHTETLS,25.08333333,56.61666667
2267,GLC_LWW_JWR,JAWORNIK RUSKI,Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 105.,Galicia,,GLC_PRU,22.3,49.71666667
2269,GLC_KRK_JWR,JAWORZNO,Cracow,Poland,community_present,1850,18MX,The J. settlement began to grow only in the mid-19th cent.,Galicia,,GLC_PRU,19.28333333,50.21666667
2270,GLC_TRN_JZL,JAZLOWIEC,Tarnopol,Poland,community_present,1500,15XX,The J. community dating from the 16th cent.,Galicia,,GLC_PRU,25.43333333,48.96666667
2271,GLC_LWW_JDL,JEDLICZE,Lwow,Poland,community_founded,1915,19EX,The J. community became organized in the early 20th cent.,Galicia,,GLC_PRU,21.65,49.71666667
2272,WGLC_KLC_JDL,JEDLINSK,Kielce,Poland,community_founded,1775,17LX,A small J. community attached to Radom was formed in the late 18th cent.,West Galicia,,GLC_PRU,21.11666667,51.51666667
2275,CRL_FRD_JKBP,JEKABPILS,Courland,Latvia,jews_arrived,1795,1795,only with the annexation to Russia in 1795 did J. merchants begin to settle,Russian Empire,1910Ik1,SHTETLS,25.85,56.48333333
2276,SWL_SVL_JLNW,JELENIEWO,Suwalki,Poland,jews_present,1880,1880,In 1880 about half the town's 659 inhabitants were Jews,Russian Empire,5901El1,SHTETLS,22.91666667,54.2
2282,WGLC_KLC_JND,JENDRZEJOW,Kielce,Poland,jews_arrived,1862,1862,Jews first settled after Czar Alexander lifted residence restrictions in 1862,West Galicia,,GLC_PRU,20.3,50.63333333
2289,GRD_SLN_AZRN,JEZIERNICA,Grodno,Poland,jews_present,1700,17XX,Jews lived there in the 18th cent.,Russian Empire,1108Oz1,SHTETLS,25,53.06666667
2290,GLC_TRN_JZR,JEZIERZANKA,Tarnopol,Poland,POP,1921,1921,The J. pop. in 1921 was 160.,Galicia,,GLC_PRU,25.08333333,49.65
2292,VLH_VLD_OZRY,JEZIEZANY,Volhinia,Poland,jews_present,1700,1700,Jews were present by 1700,Russian Empire,0802Oz2,SHTETLS,24.8,51.01666667
2293,POL_WRS_JZR,JEZIORNA KROLEWSKA,Warsaw,Poland,community_present,1800,18XX,A J. community is known from the 19th cent.,Congress Poland,,GLC_PRU,21.1,52.08333333
2294,GRD_GRD_OZRY,JEZIORY,Grodno,Poland,jews_arrived,1675,16LX,J. settlement commenced in the late 17th cent.,Russian Empire,1101Oz1,SHTETLS,24.18333333,53.71666667
2295,POL_LDZ_JZW,JEZOW,Lodz,Poland,community_present,1800,18XX,The J. community developed in the 19th cent.,Congress Poland,,GLC_PRU,19.96666667,51.81666667
2296,GLC_LWW_JZW,JEZOWE,Lwow,Poland,POP,1921,1921,"The Jews numbered 161 (total 4,818) in 1921.",Galicia,,GLC_PRU,22.15,50.36666667
2297,GLC_STNL_JZU,JEZUPOL,Stanislawow,Poland,community_founded,1750,17MX,An organized J. community dates from the mid-18th cent.,Galicia,,GLC_PRU,24.78333333,49.03333333
2301,VLN_TRK_JZNS,JIEZNAS,Vilnius,Lithuania,jews_arrived,1815,18EX,Jews first settled here in the beginning of the 19th cent.,Russian Empire,0407Ez1,SHTETLS,24.16666667,54.6
2305,GLC_KRK_JDL,JODLOWA,Cracow,Poland,jews_arrived,1775,17LX,Jews settled in the late 18th cent.,Galicia,,GLC_PRU,21.3,49.86666667
2308,PRU_OST_JHN,JOHANNISBURG,East Prussia,Germany,jews_arrived,1815,18EX,Jews settled in J. in the first half of the 19th cent.,Ostpreu��,,GLC_PRU,21.8,53.61666667
2309,KVN_KVN_JNV,JONAVA,Kovno,Lithuania,jews_arrived,1700,17XX,Jews first settled in the 18th cent.,Russian Empire,1701In1,SHTETLS,24.28333333,55.08333333
2310,KVN_PNV_JNSK,JONISKELIS,Kovno,Lithuania,jews_arrived,1700,17XX,Jews first settled in the 18th cent.,Russian Empire,1704Ig1,SHTETLS,24.16666667,56.03333333
2312,KVN_SHV_JNSK,JONISKIS (II),Kovno,Lithuania,jews_arrived,1700,17XX,Jews first settled in the 18th cent.,Russian Empire,1707In1,SHTETLS,23.61666667,56.23333333
2313,GLC_KRK_JRD,JORDANOW,Cracow,Poland,community_present,1815,18EX,An organized J. community existed in the early 19th cent.,Galicia,,GLC_PRU,19.83333333,49.65
2314,WGLC_LBL_JSF,JOSEFOW NAD WISLA,Lublin,Poland,jews_arrived,1765,1765,Jews settled when J. received municipal status in 1765.,West Galicia,,GLC_PRU,21.85,51.05
2315,KVN_KVN_JSVN,JOSVAINIAI,Kovno,Lithuania,jews_arrived,1600,16XX,Jews first settled here in the 17th cent.,Russian Empire,1701Is1,SHTETLS,23.83333333,55.25
2318,WGLC_LBL_JZF,JOZEFOW,Lublin,Poland,community_present,1675,16LX,A small J. community existed in the late 17th cent.,West Galicia,,GLC_PRU,23.03333333,50.46666667
2324,KVN_RSS_JRBR,JURBARKAS,Kovno,Lithuania,jews_arrived,1600,16XX,Jews first settled in the 17th cent.,Russian Empire,1705Ir1,SHTETLS,22.76666667,55.06666667
2328,MGL_MST_KDN,KADINO,Mogilev,Russia,jews_arrived,1600,16XX,settlement probably commenced in the 17th cent.,Russian Empire,2306Kd1,SHTETLS,31.46666667,54.3
2329,LMZ_OST_KDZD,KADZIDLO,Lomza,Poland,jews_arrived,1815,18EX,settlement began in the early 19th cent.,Russian Empire,5406Kd1,SHTETLS,21.46666667,53.23333333
2330,KV_RDM_PLSS,KAGANOVICHI-KHABNOYE,Kiev,Ukraine,POP,1765,1765,Jews numbered 80 in 1765,Russian Empire,1607Kb2,SHTETLS,29.38333333,51.23333333
2331,KV_KV_KHRL,KAGAROLIK,Kiev,Ukraine,POP,1765,1765,Jews numbered 21 in 1765,Russian Empire,1601Kg1,SHTETLS,30.83333333,49.85
2332,TRD_ALS_KKHV,KAHOVKA,Taurida,Ukraine,jews_arrived,1815,18EX,probably settled in the first half of the 19th cent.,Russian Empire,4103Kk1,SHTETLS,33.48333333,46.81666667
2336,VLN_TRK_KSDR,KAISIADORYS,Vilnius,Lithuania,jews_arrived,1875,18LX,Jews settled... shortly after it was founded in the second half of the 19th cent.,Russian Empire,0407Ks1,SHTETLS,24.45,54.86666667
2341,KHR_KHR_KLNN,KALININDORF (II),Kherson,Ukraine,community_founded,1790,1790,founded in 1790 as the first J. colony in the Ukraine,Russian Empire,4701Bl3,SHTETLS,32.98333333,47.11666667
2342,MNS_RCH_KLNK,KALINKOVICHI,Minsk,Belorussia,POP,1811,1811,The J. pop. was 108 in 1811,Russian Empire,2208Kl1,SHTETLS,29.33333333,52.13333333
2343,PDL_VNN_KLYN,KALINOVKA,Podolia,Ukraine,jews_present,1765,1765,Four Jews were present in 1765,Russian Empire,3204Kl1,SHTETLS,28.53333333,49.46666667
2345,POL_LDZ_KLS,KALISZ,Lodz,Poland,jews_arrived,1139,1139,Jews... settled in K. in 1139,Congress Poland,,GLC_PRU,18.08333333,51.75
2348,POL_PMR_KLL,KALLIES,Pomerania,Germany,jews_present,1770,1770,Three J. families were living in K. in 1770,Congress Poland,,GLC_PRU,15.9,53.28333333
2350,KHR_ELZ_KLNY,KALNIBOLOTA,Kherson,Ukraine,jews_arrived,1815,18EX,Jews probably settled in the first half of the 19th cent.,Russian Empire,4704Kl1,SHTETLS,30.98333333,48.75
2353,KVN_RSS_KLTN,KALTINENAI,Kovno,Lithuania,jews_arrived,1850,18MX,Jews first settled in the middle of the 19th cent.,Russian Empire,1705Kl2,SHTETLS,22.45,55.56666667
2355,PDL_NV_KLYS,KALUS,Podolia,Ukraine,POP,1765,1765,Jews numbered 30 in 1765,Russian Empire,3211Kl1,SHTETLS,27.31666667,48.63333333
2356,WGLC_WRS_KLU,KALUSKA WOLA,Warsaw,Poland,POP,1921,1921,The J. pop. in 1921 was 299 (total 604).,West Galicia,,GLC_PRU,21.76666667,52.23333333
2357,GLC_STNL_KLU,KALUSZ,Stanislawow,Poland,jews_arrived,1550,15MX,J. settlement dates from the mid-16th cent.,Galicia,,GLC_PRU,24.36666667,49.01666667
2359,SWL_KLV_KLVR,KALVARIJA,Suwalki,Lithuania,jews_arrived,1600,16XX,Jews first settled by the 17th cent.,Russian Empire,5905Kl1,SHTETLS,23.23333333,54.4
2360,GLC_KRK_KLW,KALWARIA ZEBRZYDOWSKA,Cracow,Poland,,,,,Galicia,,GLC_PRU,19.68333333,49.86666667
2361,KVN_NVL_KMJ,KAMAJAI,Kovno,Lithuania,jews_arrived,1600,16XX,Jews first settled in the 17th cent.,Russian Empire,1703Km1,SHTETLS,25.5,55.81666667
2362,VTB_LPL_KMN,KAMEN (I),Vitebsk,Belorussia,POP,1811,1811,Jews numbered 38 in 1811,Russian Empire,0506Km1,SHTETLS,28.88333333,55.01666667
2364,PDL_KMN_KMYN,KAMENETS-PODOLSKI,Podolia,Ukraine,first_mention,1447,1447,Jews are first mentioned in 1447.,Russian Empire,3201Km1,SHTETLS,26.56666667,48.66666667
2365,PDL_OLG_CMNC,KAMENKA (I),Podolia,Ukraine,POP,1897,1897,"The J. pop. was 2,902 (total 6,746) in 1897",Russian Empire,3209Km1,SHTETLS,28.7,48.03333333
2366,KV_CHR_KMYN,KAMENKA (II),Kiev,Ukraine,jews_arrived,1715,17EX,Jews settled in the first half of the 18th cent. or slightly thereafter,Russian Empire,1611Km1,SHTETLS,32.1,49.03333333
2368,VLH_NVG_KMYN,KAMENNI-BROD,Volhinia,Ukraine,jews_present,1700,17XX,Small numbers of Jews resided in K. in the 18th cent.,Russian Empire,0808Km1,SHTETLS,27.83333333,50.41666667
2370,GLC_LWW_KMN,KAMIEN,Lwow,Poland,POP,1921,1921,"The J. pop. in 1921 was 201 (total 4,703)",Galicia,,GLC_PRU,22.13333333,50.31666667
2371,WGLC_WRS_KMN,KAMIENCZYK,Warsaw,Poland,jews_present,1500,15XX,Small numbers of Jews lived in K. from the 16th cent.,West Galicia,,GLC_PRU,21.55,52.6
2374,VLH_KVL_KMNK,KAMIEN KOSZYRSKI,Volhinia,Poland,first_mention,1569,1569,Jews are first mentioned in 1569,Russian Empire,0805Km1,SHTETLS,24.96666667,51.63333333
2375,POL_LDZ_KMN,KAMIENSK,Lodz,Poland,jews_arrived,1775,17LX,Jews settled here in late 18th cent.,Congress Poland,,GLC_PRU,19.5,51.21666667
2377,GRD_GRD_KMNK,KAMIONKA (II),Grodno,Poland,jews_present,1875,18LX,Jews formed a majority in the late 19th cent.,Russian Empire,1101Km1,SHTETLS,24.51666667,53.55
2378,WGLC_LBL_KMN,KAMIONKA (III),Lublin,Poland,jews_present,1475,14LX,A few Jews were present in the late 15th cent.,West Galicia,,GLC_PRU,22.46666667,51.46666667
2379,GLC_TRN_KMN,KAMIONKA STRUMILOWA,Tarnopol,Poland,first_mention,1456,1456,Jews are first mentioned in 1456,Galicia,,GLC_PRU,24.35,50.1
2382,POL_KLC_KMY,KAMYK,Kielce,Poland,jews_present,1815,18EX,There were 27 J. families here in the early 19th cent.,Congress Poland,,GLC_PRU,19.03333333,50.91666667
2383,GLC_LWW_KNC,KANCZUGA,Lwow,Poland,jews_present,1597,1597,Jews were present from 1597,Galicia,,GLC_PRU,22.41666667,49.98333333
2384,CRL_TLS_KNDV,KANDAVA,Courland,Latvia,jews_arrived,1795,1795,Jews settled shortly after the Russian annexation in 1795,Russian Empire,1908Kn1,SHTETLS,22.76666667,57.03333333
2385,KV_KNV_KNV,KANIEW,Kiev,Ukraine,POP,1765,1765,Jews numbered 98 in 1765,Russian Empire,1605Kn1,SHTETLS,31.46666667,49.75
2386,KHR_ANN_PRBZ,KANTAKUZOVKA,Kherson,Ukraine,POP,1897,1897,"Jews numbered 912 (total 2,132) in 1897",Russian Empire,4703Kn1,SHTETLS,31.31666667,47.53333333
2388,SWL_SNY_KPCM,KAPCIAMIESTIS,Suwalki,Lithuania,jews_arrived,1815,18EX,Jews probably first settled at the beginning of the 19th,Russian Empire,5907Kp1,SHTETLS,23.65,54
2395,TRD_SMF_BLHR,KARASUBAZAR,Taurida,Russia,community_present,1300,13XX,A J. community existed in the 14th cent.,Russian Empire,4101Kr1,SHTETLS,34.6,45.05
2398,WGLC_WRS_KRC,KARCZEW,Warsaw,Poland,jews_arrived,1515,15EX,Jews settled in the early 16th cent.,West Galicia,,GLC_PRU,21.25,52.08333333
2406,VTB_LTS_KRSV,KARSAVA,Vitebsk,Latvia,community_founded,1815,18EX,The J. community was founded in the late 1820s,Russian Empire,0507Kr1,SHTETLS,27.66666667,56.78333333
2413,VLH_KVL_KSHV,KASZOWKA,Volhinia,Poland,jews_present,1648,1648,Jews were present before the Chmielnicki massacres of 1648-49,Russian Empire,0805Ks1,SHTETLS,25.35,51.16666667
2414,VLH_KRM_KTRY,KATERBURG,Volhinia,Poland,POP,1897,1897,Jews numbered 693 in 1897,Russian Empire,0806Kt1,SHTETLS,25.88333333,50
2416,KV_ZVN_KTRY,KATERYNYPOL,Kiev,Ukraine,POP,1897,1897,"Jews numbered 1,980 ... in 1897",Russian Empire,1604Ek1,SHTETLS,30.98333333,48.93333333
2420,PRU_OST_KUK,KAUKEHMEN,East Prussia,Germany,POP,1925,1925,It had 73 members in 1925,Ostpreu��,,GLC_PRU,21.55,55.18333333
2421,KVN_KVN_KNS,KAUNAS,Kovno,Lithuania,jews_arrived,1375,13LX,Jews first settled in the late 14th cent.,Russian Empire,1701Kv1,SHTETLS,23.9,54.9
2424,KVN_VL'_KVRS,KAVARSKAS,Kovno,Lithuania,jews_arrived,1775,17LX,Jews first settled at the end of the 18th cent.,Russian Empire,1702Kv1,SHTETLS,24.91666667,55.43333333
2425,GLC_KRK_KWC,KAWECZYN SEDZISZOWSKI,Cracow,Poland,POP,1921,1921,The J. pop. in 1921 was 190,Galicia,,GLC_PRU,21.73333333,50.06666667
2427,WGLC_KLC_KZN,KAZANOW,Kielce,Poland,POP,1857,1857,Jews numbered 469 in 1857,West Galicia,,GLC_PRU,21.46666667,51.28333333
2428,KV_BRD_KZTY,KAZATIN,Kiev,Ukraine,jews_present,1765,1765,Four Jews were present in 1765,Russian Empire,1602Kz1,SHTETLS,28.83333333,49.71666667
2429,WGLC_KLC_KZM,KAZIMIERZA WIELKA,Kielce,Poland,community_present,1921,1921,A community of 293 Jews ... existed in 1921,West Galicia,,GLC_PRU,20.48333333,50.26666667
2430,WGLC_LBL_KZM,KAZIMIERZ DOLNY,Lublin,Poland,community_present,1333,1333,maintained an organized community during the reign of King Casimir the Great (1333��,West Galicia,,GLC_PRU,21.95,51.31666667
2431,SWL_MRM_KZLR,KAZLU-RUDA,Suwalki,Lithuania,community_present,1875,18LX,A J. community existed by the second half of the 19th cent.,Russian Empire,5906Kz1,SHTETLS,23.5,54.76666667
2432,PRU_PZN_KCY,KCYNIA,Poznan,Poland,jews_arrived,1500,15XX,Jews settled in the 16th cent.,Posen,,GLC_PRU,17.48444444,52.99194444
2437,KVN_KVN_KDN,KEDAINIAI,Kovno,Lithuania,jews_arrived,1475,14LX,Jews first settled at the late 15th cent.,Russian Empire,1701Kd1,SHTETLS,23.96666667,55.28333333
2440,KVN_RSS_KLM,KELME,Kovno,Lithuania,jews_arrived,1500,15XX,Jews first settled in the 16th cent.,Russian Empire,1705Kl1,SHTETLS,22.93333333,55.63333333
2444,PRU_PZN_KMP,KEMPNO,Poznan,Poland,jews_arrived,1674,1674,Jews settled in 1674,Posen,,GLC_PRU,17.98333333,51.28333333
2446,TRD_KRC_KRCH,KERCH,Taurida,Russia,jews_arrived,1815,18EX,Jews settled in the 1830s,Russian Empire,4109Kr1,SHTETLS,36.48333333,45.35
2454,GLC_KRK_KTY,KETY,Cracow,Poland,jews_arrived,1860,1860,Permanent settlement commenced after the lifting of the residence ban in 1860,Galicia,,GLC_PRU,19.23333333,49.88333333
2456,KHR_KHR_KHRK,KHARKOV,Kharkov,Ukraine,jews_arrived,,,Cantonists released from the Czar's army were allowed to settle,Russian Empire,4601Kr1,SHTETLS,36.25,50
2458,PDL_GSN_KHSH,KHASHCHEVATOYE,Podolia,Ukraine,jews_arrived,1775,17LX,Jews settled in the late 18th cent.,Russian Empire,3205Ks1,SHTETLS,29.95,48.3
2459,KHR_KHR_KHRS,KHERSON,Kherson,Ukraine,jews_arrived,1775,17LX,About 220 Jews settled here in the late 18th cent.,Russian Empire,4701Kr1,SHTETLS,32.6,46.63333333
2460,MGL_MST_KHSL,KHISLAVICHI,Mogilev,Russia,community_present,1750,17MX,An organized community was already in existence in the mid-18th cent.,Russian Empire,2306Ks1,SHTETLS,32.15,54.18333333
2462,PDL_LTN_KHML,KHMELNIK,Podolia,Ukraine,jews_arrived,1565,1565,J. settlement commenced in 1565,Russian Empire,3207Km1,SHTETLS,27.96666667,49.55
2463,VLH_OVR_KHDK,KHODAKI,Volhinia,Ukraine,jews_present,1715,17EX,A few Jews were present in the first half of the 18th cent.,Russian Empire,0809Kd1,SHTETLS,28.8,50.98333333
2464,KV_SKV_KHDR,KHODORKOV,Kiev,Ukraine,jews_arrived,1720,1720,Jews appeared after the settlement ... was rebuilt in 1720,Russian Empire,1608Kd1,SHTETLS,29.3,50.1
2465,MNS_RCH_KHYN,KHOINIKI,Minsk,Belorussia,jews_arrived,1715,17EX,Jews probably settled in the early 18th cent.,Russian Empire,2208Kn1,SHTETLS,29.96666667,51.9
2468,MNS_RCH_KHLM,KHOLMICH,Minsk,Belorussia,jews_arrived,1675,16LX,Jews probably settled in the late 17th cent.,Russian Empire,2208Kl2,SHTETLS,30.63333333,52.15
2469,MNS_BRS_KHLP,KHOLOPENICHI,Minsk,Belorussia,jews_arrived,1783,1783,Jews began arriving after the town received economic privileges in 1783,Russian Empire,2203Kl1,SHTETLS,28.96666667,54.51666667
2471,PLT_KHR_KHRL,KHOROL,Poltava,Ukraine,jews_arrived,1815,18EX,Jews settled in the early 19th cent.,Russian Empire,3315Kr1,SHTETLS,33.28333333,49.78333333
2472,MGL_KLM_KHTS,KHOTIMSK,Mogilev,Belorussia,community_founded,1775,17LX,A synagogue was erected in the late 18th cent.,Russian Empire,2305Kt1,SHTETLS,32.58333333,53.41666667
2473,MGL_KLM_KHTV,KHOTOVIZH,Mogilev,Belorussia,POP,1880,1880,The J. pop. was 122 (total 584) in 1880,Russian Empire,2305Kt2,SHTETLS,32,53.73333333
2475,PDL_GSN_KBLC,KIBLITCH,Podolia,Ukraine,POP,1897,1897,"The J. pop. in 1897 was 1,067",Russian Empire,3205Kb1,SHTETLS,29.56666667,48.71666667
2477,WGLC_KLC_KLC,KIELCE,Kielce,Poland,jews_arrived,1819,1819,Jews began settling in 1819,West Galicia,,GLC_PRU,20.66666667,50.83333333
2478,POL_LDZ_KLC,KIELCZYGLOW,Lodz,Poland,jews_present,1850,18MX,Jews were living here in the 1840s,Congress Poland,,GLC_PRU,18.98333333,51.23333333
