line_id,code,jg_id,index_sht,prov,dist,name,presence_type,year_code,upper_bound,lower_bound,mid_range,source,ziv_yearcode,note,lon,lat,area,enc_name,enc_page,entry_source,geom_source
144,GLC_CRC_BCHN,-494208,,Galicia,Bochnia,Bochnia,jews_arrived,12XX,1300,1200,1250,"Jews settled in the 13th cent. following the discovery of salt mines and were active in the trade. The organized community was accorded a number of privileges in 1555, but in 1605, following a Host desecration libel, the",,,20.43333333,49.96666667,Galicia,BOCHNIA,160,Shn,jg
145,GRD_BLS_BTSK,-494218,1104Bt1,Grodno,Bielsk,Botski,community_founded,15XX,1600,1500,1550,"Founded in the 16th cent., the J. settlement was one of the oldest in Poland. Many Jews ran inns and the more substantial merchants dealt in grain, cattle, and hides andhelpeddevelopPoland's economy,expor",15EX,,23.05,52.65,Pale,BOCKI,163,Ziv,jg
146,PLC_PLT_BDZN,-494242,,Plock,Plock,Bodzanów,community_present,18LX,1900,1875,1875,"community existed from the late 19th cent. In 1919, Jews were plundered and maltreated by Polish soldiers and later suffered economic hardship. The J. pop. in 1921 was 807 (total 2,093) In March 1941 they were exp",,,20.01666667,52.5,Congress Poland,BODZANOW,163,Shn,jg
147,KLC_KLC_BDZN,-494250,,Kielce,Kielce,Bodzentyn,jews_arrived,18EX,1850,1800,1825,"Jews first settled in the early 19th cent. They numbered 934 (total 3,039) in 1921 and 700 on the eve of the German occupation in Sept. 1939. Their numbers increased to 1,400 with the arrival ofrefugeesin 1940. All wer",,,20.96666667,50.95,Congress Poland,BODZENTYN,164,Shn,jg
148,POD_BLT_BGCH,-1035818,3202Bg1,Podolia,Balta,Bogachevka,community_founded,1850,1850,1850,1850,"B. was founded as a J. farm settlement in 1850 and had a pop. of 84 families (418 people, including 146 children). In 1897, the pop. was 506 (all Jews) and in 1926, 2,578 (including 326 Jews). A three-grade J. school",1850,מושבה חקלאית יהודית,30.55,47.96666667,Pale,BOGACHEVKA,164,Ziv,jg
149,RDM_SND_BGR,-494301,,Radom,Opatow,Bogoria,community_present,1789,1789,1789,1789,"A J. community of 125 was present in 1789. At the turn of the 18th cent., it built a wooden synagoguerenowned for its mirrored ceiling and decorative walls. The J. pop. rose to 450 (total 1,189) in 1921. Many fled eastwa",,,21.26666667,50.66666667,Congress Poland,BOGORJA,164,Shn,jg
150,MGL_ORS_BGSH,-1941447,2307Bg1,Mogilev,Orsha,Bogushevsk,POP,1811,1811,1811,1811,"The J. pop. was 144 in 1811 and 569 (total 3,280) in 1939. In the Soviet period, a J. elementary school (four grades) was active in the town. Prior to the arrival of the Germans in July 1941, some Jews fled. On 5",1811,,30.2,54.85,Pale,BOGUSHEVSK,165,Ziv,jg
151,KIV_KNV_BGSL,-1035923,1605Bg1,Kiev,Kanev,Boguslav,jews_arrived,16EX,1650,1600,1625,"J. settlement commencedin the early 17th cent., with the J. pop. reaching 574 in 1765 and 7,445 in 1897. R. Hirsch Menahem and R. Moshe Eikel were among the wellknown rabbis who officiated and were buried in the city. Bo",16EX,,30.88333333,49.55,Pale,BOGUSLAV,165,Ziv,jg
152,GLC_STN_BHRD,-1035903,,Galicia,Bohorodczany,Bohorodczany,jews_present,16LX,1700,1675,1675,"Jews appear with the founding of the town at the end of the 17th cent. The community grew to a peak of 2,505 (total 4,781) in 1890, after which a decline set in. In the 19th and e",,,24.53333333,48.8,Galicia,BOHORODCZANY,165,Shn,manual
153,KIV_ZVN_BRK,-1036274,1604Br1,Kiev,Zvenigorodka,Boiarka,POP,1765,1765,1765,1765,"Jews numbered 13 in 1765 and 721 in 1897.B. attractedJ. summer vacationers, among them the historian Simon Dubnow (1860-1940). Shalom Aleichem (1859-1916) lived and wrote in the town for many years. In July and Sept. 1919",1765,,30.66666667,49.33333333,Pale,BOJARKA,165,Ziv,jg
154,GLC_STN_BLCH,-1035940,,Galicia,Dolina,Bolechów,jews_arrived,1612,1612,1612,1612,Jews appeared with the founding of the town in 1612 and enjoyed equal rights under its proprietors. The town was burned by the Tartars in 1669 and capturedby the Swedes at the beginning of the 18th c,,,23.86666667,49.06666667,Galicia,BOLECHOW,166,Shn,jg
155,BSS_IZM_BLGR,-1035949,0305Bl1,Bessarabia,Izmail,Bolgrad,jews_present,1869,1869,1869,1869,"It is not known precisely when the Jews began to settle in B. In 1869, the Turks, who controlled B. from 1856 to 1878, tried to expel them from the town. A synagogue and a prayer house for craftsme",1869,,28.63333333,45.68333333,Pale,BOLGRAD,166,Ziv,jg
156,WRS_LVC_BLMW,-494493,,Warszawa,Lowicz,Bolimów,jews_arrived,17MX,1775,1750,1750,"In themid-18th cent. a number of J. innkeepers settled here. The community numbered 339 in 1897. Many of the J. artisans were carpenters.In WWI, after heavy fighting and the use ofpoison gas, B. was in ruins and the Jews fle",,,20.16666667,52.08333333,Congress Poland,BOLIMOW,167,Shn,jg
157,KHR_ANN_VRDV,-1059017,4703Vr1,Kherson,Ananev,Vradievka,POP,1939,1939,1939,1939,"The J. pop. in 1939 was 481 (total 7,022). The town was captured by the Germans in Aug. 1941 and by early Sept. 6,500 Jews from the region were murdered near the village of Berezki. The Rumanians expelled tho",18LX,,30.6,47.86666667,Pale,BOLSHAIA VRADIEVKA,168,Ziv,jg
158,KHR_KHR_BLSH,-1057571,4701Bl1,Kherson,Kherson,Bolshaia Aleksandrovka,jews_arrived,18MX,1875,1850,1850,"Jews settled in the mid-19th cent and numbered111(total 6,266)in 1939.TheGermansoccupied B. on 28 Aug. 1941 and probably murdered 124 local residents in Sept., most of them Jews.",18LX,,33.31666667,47.31666667,Pale,BOLSHAYA ALEKSANDROVKA,168,Ziv,jg
159,KIV_BRD_BLSH,-1036032,1602Bl3,Kiev,Berdichev,Bolshie Nizgurtsy,POP,1897,1897,1897,1897,"The J. pop. was 339 in 1897 and 114 (total 1,472) in 1926 under the Soviets. The Germans capturedB. in Aug. 1941.Most of theJewsperishedin theHolocaust.",1897,,28.7,49.88333333,Pale,BOLSHIYE NEZGORTSI,168,Ziv,jg
160,TRD_BRD_BLSH,-1056385,4102Bl1,Taurida,Berdiansk,Bolshoi Tokmak,POP,1897,1897,1897,1897,"Jews numbered 2,421 (total 19,326) in 1897 and 1,356 in 1939 under the Soviets. The Germans arrived on 7 Oct. 1941, murdering 837 people (most of them Jews) on the outskirts of the city and 1",18EX,,35.7,47.25,Pale,BOLSHOY TOKMAK,168,Ziv,jg
161,GLC_STN_BLSZ,-1036038,,Galicia,Rohatyn,Bołszowce,first_mention,1635,1635,1635,1635,"Jews are recorded from 1635 with an independent community in the late 18th cent. The sufferings of WWI led to a radical decline in the J. pop., from 2,256 (60% of the total) in 1900 to 825 (40%)",,,24.75,49.18333333,Galicia,BOLSZOWCE,168,Shn,jg
162,VLH_DBN_MKHL,-1034974,0803Mk1,Volhynia,Dubno,Mikhailovka,jews_arrived,1782,1782,1782,1782,"Jews settled shortly before 1782 and numbered 1,047 in 1897 and 857 (95% of the total) in 1921. Olyka and Turzysk Hasidim had their own synagogues and the Zionists were active from the early",1782,תנועה ציונית פעילה,25.2,50.46666667,Pale,BOREMEL,172,Ziv,jg
163,MNS_BRS_BRSV,-1941088,2203Br1,Minsk,Borisov,Borisov,jews_arrived,15XX,1600,1500,1550,"J. settlement began in the 16th cent. The community was one of the most important in Lithuania at the time, with a pop. of 266 in 1766. In 1811, the J. pop. was 865,rising to 7,722 (total 15,063) in 1897. Israel's fift",15EX,,28.48333333,54.23333333,Pale,BORISOV,172,Ziv,jg
164,KIV_KIV_BRDN,-1036155,1601Br1,Kiev,Kiev,Borodianka,jews_arrived,17XX,1800,1700,1750,"Jews settled in the 18th cent., numbering 353 in 1765 and 621 in 1897. Most were Hasidim. In fall 1917, Jews were attacked by gangs and on 23 Feb. 1923, by Petlyura's bands. Two were murdered. In 1939, under the Soviet",1765,,29.98333333,50.65,Pale,BORODIANKA,173,Ziv,jg
165,POD_LMP_BRVK,-1036183,3212Br1,Podolia,Lampol,Borovka,POP,1784,1784,1784,1784,"Jews numbered 48 in 1784 and 126 in 1847. A J. kolkhoz founded in 1929hadapop. of 419 in 1931.A J. elementary school was opened in the mid-1920s and a J. rural council was establishedin 1931.In 1939, the J. pop. was 2",1784,,28.25,48.51666667,Pale,BOROVKA,173,Ziv,jg
166,GLC_CRC_BRW,-494726,,Galicia,Mielec,Borowa,jews_present,1921,1921,1921,1921,"The Jews numbered 186 (total 1,256) in 1921. Restriction of movement and confiscation of property under the Germans in WWII left them without a means of livelihood. The community wasexpelledto Radomyslandwerecaught up in",,,21.36666667,50.38333333,Galicia,BOROWA,173,Shn,jg
167,KIV_SKV_BRSH,-1036201,1608Br1,Kiev,Skvira,Borshchagovka,jews_present,1763,1763,1763,1763,"Four J. families were present in 1763. The J. pop. was 1,853 (total 3,196) in 1897, dropping to 230 in 1926 after most Jews left in the wake of a pogrom staged on 3 July 1919. Twelve families (50 Jews) remained",1763,,29.53333333,49.48333333,Pale,BORSHCHAGOVKA,174,Ziv,jg
168,GLC_TRN_BRSZ,-1036203,,Galicia,Brody,Borszczów,jews_arrived,16XX,1700,1600,1650,"Though thereis evidence of J.settlement in the 17th cent., significant development can only be traced to the 18th cent., with the pop. reaching a peak of 1,808 in 1890 (out of a total 4,331). Emigration, mostly to the",,,26.05,48.8,Galicia,BORSZCZOW,174,Shn,jg
169,GLC_LWW_BRYN,-1036118,,Galicia,Turka,Borynia,jews_present,1880,1880,1880,1880,"In 1880 there were 86 Jews in a pop. of 1,323. With the arrival of the Gestapo a few months after the Germans took the town on 1 July 1941,theJews were systematically murdered through the end of 1942. Only a",,,23,49.06666667,Galicia,BORYNIA,174,Shn,jg
170,PLT_PRS_BRSP,-1036130,3311Br3,Poltava,Pereiaslav,Borispol,jews_arrived,16XX,1700,1600,1650,"Jews settled in the 17th cent.but the community endedin the Chmielnicki massacres of 1648-49. Jews were injured and J. property was looted in peasant rioting in July 1881. In 1897, the J. pop. was 1,094. The Zionists be",16EX,נחרבה עי חמילנצקי ואז שוקמה,30.95,50.35,Pale,BORYSOPOL,176,Ziv,jg
171,CRN_BRZ_BRZN,-1036254,4802Br1,Chernigov,Borzna,Borzna,jews_present,17LX,1800,1775,1775,"Jews in small numbers were present in the late 18th cent. The J. pop. began to grow in the mid-19th cent., reaching 1,516 (total 12,526) in 1897. Jews were attacked and J. property was pillaged in a pogrom on 8-9 Aug.",17LX,,32.43333333,51.25,Pale,BORZNA,176,Ziv,jg
172,MNS_RCH_BRGN,-1941818,2208Br1,Minsk,Riechitsa,Bragin,first_mention,16MX,1675,1650,1650,"Jews are first mentionedin the mid-17th cent. Jews were victimized in theChmielnicki massacresof 1648-49 andinHaidamak attacks in 1750. Their pop. was 260 in 1765 and 2,254 (total 4,311) in 1897. In the Soviet period",16MX,,30.26666667,51.78333333,Pale,BRAGIN,179,Ziv,jg
173,POD_VNN_BRLV,-1036303,3204Br1,Podolia,Vinnitsa,Brailov,POP,1765,1765,1765,1765,"Jews numbered 638 in 1765 and 3,721 in 1897. On 10 July 1919, the Petlyura gangs attacked Jews and looted J. property. The J. pop. fell to 2,393 in 1926. A J. council was activein the Sovietperiod. The Germans capture",17EX,,28.16666667,49.1,Pale,BRAILOW,180,Ziv,jg
174,LMZ_OST_BRNS,-495065,5405Br1,Lomza,Ostrov,Branshchik,POP,1921,1921,1921,1921,"The J.pop. in 1921 was 140 (total 731). The Jews were expelled by theGermansin fall 1939 to Wyszkow andotherplaces, sharing the fate of the local Jews.",18LX,,21.6,52.63333333,Congress Poland,BRANSZCZYK,182,Ziv,jg
175,KVN_NVL_BRSL,-1941824,1703Br1,Kovno,Novoaleksandrovsk,Braslav,jews_present,15MX,1575,1550,1550,"A few J. families were present in the mid-16th cent. The community grew in the 19th cent., with J. merchants dealing mainly in flax and grain and others operating inns. The J. pop. reached 1,234 (total 1,501) in 1897. By",15MX,,27.05,55.63333333,Pale,BRASLAW,182,Ziv,jg
176,KHR_ALK_BRTL,-1036326,4702Br1,Kherson,Aleksandriia,Bratoliubovka,community_present,18EX,1850,1800,1825,"The J. pop. was 1,193 (total2,330) in 1897, with one of the community's two synagogues built in the early 19th cent. A talmud torah enrolled 20 children at the turn of the cent. The J. pop. dropped rapidly afte",18EX,,32.96666667,48.21666667,Pale,BRATOLIUBOVKA,184,Ziv,jg
177,KHR_ELZ_BRTS,-1036330,4704Br1,Kherson,Elizavetgrad,Bratskoe,POP,1897,1897,1897,1897,"Jews numbered 241 (total 1,403) in 1897 and 203 in 1939. The Germans capturedB. on 7 Aug. 1941 andin Oct., they murdered26 local families and 24 from Bukovina and the WesternUkraine on the road leading to the village o",18EX,,31.58333333,47.86666667,Pale,BRATSKOYE,185,Ziv,jg
178,POD_BRT_BRTS,-1036331,3203Br1,Podolia,Bratslav,Bratslav,jews_arrived,16EX,1650,1600,1625,"Jews settled in the 15th cent. In 1479, 400 were killed in a Tartar attack and the town was abandoned by the Jews until the early 17th cent. In 1648, the Jews were murdered in the Chmielnicki massacres of 1648-49, inc",14EX,,28.95,48.83333333,Pale,BRATSLAW,185,Ziv,jg
179,PRU_OST_BRNS,-495057,,Preussen,Braniewo,Braunsberg,first_mention,1744,1744,1744,1744,"Germany, today Poland. The first evidence of Jews dates from 1744. By 1884, the community had grown to 169 members, dropping to 99 in 1905 and to about 50 by 1925. The community maintained a synagogue (1855) a",,,19.83333333,54.38333333,Prussia,BRAUNSBERG,185,Shn,jg
180,GRD_BRS_BRST,-1941830,1102Br1,Grodno,Brest-Litovsk,Brest-Litovsk,jews_arrived,13MX,1375,1350,1350,"Jews probably began to settle in the mid-14th cent., receiving a liberal charter from the Lithuanian Prince Vitold in 1388 that served lat",13MX,,23.7,52.1,Pale,BREST-LITOVSK,195,Ziv,jg
181,EKT_SLV_BRNK,-1036421,1308Br1,Ekaterinoslav,Slavianoserbsk,Brianka,POP,1939,1939,1939,1939,"The J. pop. in 1939 was 545 (total37,021). After their arrival on 12 July 1942, the Germansmurderedtheremaining Jews.",18LX,,38.66666667,48.5,Mainland Russia,BRIANKA,197,Ziv,jg
182,ORL_BRN_BRNS,-2893495,2903Br1,Orel,Briansk,Briansk,jews_present,14XX,1500,1400,1450,"Jews lived in B. in the 15th cent.but their residencewasbannedin the following centuries and only renewedin the late 19th cent.A burial society (hevra kaddisha) was founded in 1877 and a talmud torah was active. In 1897,",14EX,,34.35,53.25,Mainland Russia,BRIANSK,198,Ziv,jg
183,BSS_KHT_BRCH,-2276135,0308Br2,Bessarabia,Khotin,Brichany,jews_arrived,1760,1760,1760,1760,"Jews first settled in 1760. A J. social body, the Society for Assisting the Poor, was organized only in the 19th cent. and served as asubstitute for a community. J. artisans set up an organizatio",1760,,27.08333333,48.36666667,Pale,BRICENA,198,Ziv,jg
184,BSS_SRK_BRCH,-2276136,0307Br1,Bessarabia,Soroki,Bricheva,jews_arrived,1836,1836,1836,1836,Jews from Yekaterinoslav (Dnepropetrovsk) were the first to settle in this J. colony in 1836 (or 1838) and engage in agriculture. At the end of the 19th cent. there were 83 families with seven (,1836,"מושבה חקלאית, היהודים הגיעו מיקטרינוסלב",27.65,48.11666667,Pale,BRICEVA,198,Ziv,jg
185,PRU_WST_STRS,-495143,,Preussen,Brodnica,Strasburg,jews_arrived,1772,1772,1772,1772,"Jews arrived after the First Partition of Poland in 1772, when B. became part of Prussia. They were active in the hideprocessing trade as part of Frederick the Great's effort to develop the town's economy. After the",,,19.4,53.25,Prussia,BRODNICA,200,Shn,jg
186,GLC_TRN_BRDY,-1036374,,Galicia,Brody,Brody,jews_arrived,15LX,1600,1575,1575,"Jews settled when B. was founded in the late 16th cent. and enjoyed extensive privileges. Many fell victim to the plague following the Cossack siege of 1648 and the Tartarinvasion of 1651,but the community co",,,25.15,50.08333333,Galicia,BRODY,201,Shn,jg
187,LMZ_OST_BRK,-495197,5405Br2,Lomza,Ostrov,Brok,jews_arrived,16XX,1700,1600,1650,"Jews from Plock first settled in the 17th cent. With the town's development asaresortat the endof the 19thcent. they enjoyednew economic horizons, including the baking of matzot, which were marketed in the large towns. M",16EX,,21.85,52.7,Congress Poland,BROK,202,Ziv,jg
188,GLC_STN_BRZN,-1036390,,Galicia,Dolina,Brożniów,POP,1921,1921,1921,1921,"The town developedin the 20th cent. aroundits lumber industry, with 226 Jews (total pop. 1,631) in 1921. Zionist activity was extensive between the World Wars. The community was probably expelled to Do",,,24.18333333,49,Galicia,BROSZNIOW,202,Shn,jg
189,CRN_OST_BRVR,-1036400,4812Br1,Chernigov,Oster,Brovary,POP,1897,1897,1897,1897,"J. residence was bannedfor a long time becauseof the town's proximity to Kiev. In 1897, the J. pop. was 888 (total 3,817). Pogroms were staged against the Jews in March 1918 andFeb. 1919. In 1939, under the Soviets, the",1897,היה אסור ליהודים להתיישב במשך תקופה ארוכה בגלל הקרבה לקייב,30.76666667,50.5,Pale,BROVARY,203,Ziv,jg
190,KVN_PNV_BRNV,-3207496,1704Br2,Kovno,Poneviezh,Brunovishki,community_founded,1860,1860,1860,1860,A small community was founded in the 1860s. The J. pre-WWII pop. was 14 (total 85) The Jews were murdered by the Germans at the outset of their occupation in 1941.,1860,,24.4,56.36666667,Pale,BRUNAVA,204,Ziv,jg
191,KIV_RDM_BRSL,-1036408,1607Br1,Kiev,Radomysl,Brusilov,first_mention,1622,1622,1622,1622,"Jews are first mentioned in 1622. The community ended in the Chmielnicki massacres of 1648-49 and was subsequently reestablished. The J. pop. was 523 in 1787 and 3,575 (total 6,703) in 1897. The pop. dwindled in the",1622,,29.53333333,50.28333333,Pale,BRUSILOV,204,Ziv,jg
192,WRS_VLT_BRZS,-495464,,Warszawa,Wloclawek,Brześć Kujawski,community_present,15EX,1550,1500,1525,"Dating from the early 16th cent., the community suffered greatly during the Swedish invasionin themid-17th cent. andwas confined to a special quarter from 1822 to 1862. Between the World Wa",,,18.9,52.6,Congress Poland,BRZESC KUJAWSKI,205,Shn,jg
193,KLC_MKH_BRZS,-518798,,Kielce,Miechow,Brzesko Nowe,jews_arrived,18LX,1900,1875,1875,"Jews were allowed to settle in B. in the late 19th cent. and numbered 457 (total 1,845) in 1921. Difficult economic conditions between the World Wars reduced the J. pop. to about 300 when the Germans c",,,20.38333333,50.13333333,Congress Poland,BRZESKO NOWE,206,Shn,jg
194,GLC_TRN_BRZZ,-1035414,,Galicia,Brzezany,Brzeżany,jews_arrived,1530,1530,1530,1530,Jews may have been among the first settlers in the town when it was founded in 1530 and soon were monopolizing trade. The community became independent in 1638 and in 1718 built a luxurious,,,24.93333333,49.45,Galicia,BRZEZANY,206,Shn,jg
195,GLC_CRC_BRZS,-495653,,Galicia,Pilzno,Brzostek,jews_arrived,17LX,1800,1775,1775,"Jews first settled in the late 18th cent. under Austrian rule, but the isolation of the town and the hostility of the local pop. slowed the development of the community, which reached a peak pop. of 514 in 1910 (35% of t",,,21.41666667,49.88333333,Galicia,BRZOSTEK,207,Shn,jg
196,GRD_GRD_VLKB,-1941478,1101Vl1,Grodno,Grodno,Velikaia Berestovitsa,jews_present,18LX,1900,1875,1875,"About 1,100 Jews were present during the second half of the 19th cent. By 1921 their pop. fell to 720 (total 1,371) as their economic position deteriorated under discriminatory government pol",18MX,,24.01666667,53.2,Pale,BRZOSTOWICA WIELKA,207,Ziv,jg
197,GLC_LWW_BRZZ,-1035407,,Galicia,Bobrka,Brzozdowce,community_present,16LX,1700,1675,1675,The community apparently dates from the late 17th cent. and numbered around 500 (a fifth of the total) at the end of the 19th cent. The Germans transferred the Jews to the Bobrka ghetto,,,24.15,49.45,Galicia,BRZOZDOWCE,207,Shn,jg
198,PRU_PMM_BBLT,-494121,,Preussen,Pommern,Bublitz,first_mention,1728,1728,1728,1728,The first J. family is mentioned in 1728. The community reached a peak pop. of 189 in 1861 and maintained a cemetery and a synagogue. The latter as well as J. houses sufferedin the antisemitic,,,16.6,53.95,Prussia,BUBLITZ,207,Shn,jg
199,GLC_TRN_BCZC,-1036442,,Galicia,Buczacz,Buczacz,first_mention,1500,1500,1500,1500,"A J. presence 1s noted from 1500 and Jews were among the town's defendersduring theChmielnicki massacres of 1648-49 andtheTurkish warsof 1672-75.The Jews enjoyed various privileges and the community grew,",,,25.4,49.08333333,Galicia,BUCZACZ,212,Shn,jg
200,MGL_RGC_BDKS,-1941900,2308Bd1,Mogilev,Rogachev,Buda Koshelevo,jews_present,18LX,1900,1875,1875,"The J. settlement developed after the Gomel-Minsk railway line was completed in the late 19th cent. In 1924, under the Soviets, an agricultural cooperative including 11 J. families was setup. Three kolkhozes we",18LX,,30.56666667,52.71666667,Pale,BUDA-KOSHELEVO,213,Ziv,jg
201,GLC_TRN_BDZN,-1036463,,Galicia,Czortkow,Budzanów,first_mention,1628,1628,1628,1628,"The first Jews are mentioned in 1628 and an organized community existed by the early 18th cent., with the pop. growing to around 1,700 (nearly a third of the total) by the end of the 19th.",,,25.71666667,49.16666667,Galicia,BUDZANOW,68,Shn,jg
202,LBL_LBR_BDZS,,,Lublin,Lukow,Budziska,POP,1921,1921,1921,1921,"The J. pop. was 119 in 1921 (total 425). Most were employed in the Perlis factories in Baczki and Ostrowsk. In Sept. 1942, the Germans deported the Jews to the Sobibor death camp via Baczki.",,,22.21666667,51.66666667,Congress Poland,BUDZISKA,219,Shn,manual
203,PRU_PMM_BTW,-496474,,Preussen,Pommern,Bütow,jews_arrived,1720,1720,1720,1720,"Jews began to settle in B. after 1720. In 1812, there were already 34 J. families, and by 1889 the J. pop. reached its peak of about 550 (about 10% of the total). The community established a synag",,,17.5,54.16666667,Prussia,BUETOW,220,Shn,jg
204,PRU_PSN_BK,-496135,,Preussen,Grodzisk,Buk,community_present,1793,1793,1793,1793,"A J. settlement existed at thebeginning ofPrussianrule in 1793. A year-oldsynagogue was destroyed in 1848 by rioting Poles, when 60 J. families lost their property.A new synagogue and a J. elementary school were opened in the",,,16.53333333,52.35,Prussia,BUK,221,Shn,jg
205,GLC_STN_BKCZ,-1036565,,Galicia,Rohatyn,Bukaczowce,community_present,17XX,1800,1700,1750,"A permanent J. community developed during the 18th cent., growing to a peak pop. of 1,216(50% of thetotal) in 1900.The sufferings of WWI and its aftermath led to adrop in the J. p",,,24.5,49.25,Galicia,BUKACZOWCE,221,Shn,jg
206,MNS_MZY_BKCH,-1941943,2205Bk1,Minsk,Mozyr,Bukcha,POP,1897,1897,1897,1897,"The J. pop. was 123 (total 635) in 1897. In the early 1920s, Jews earned their livelihoods as farmers and artisans. The Germans captured B. in July 1941 and murdered the Jews still there.",18MX,,27.66666667,51.76666667,Pale,BUKCHA,221,Ziv,jg
207,KIV_UMN_BK,-1036577,1610Bk1,Kiev,Uman,Buki,POP,1847,1847,1847,1847,"Jews numbered 1,182 in 1847 and 2,298 (total 3,923) in 1897. A talmud torah and a private school for girls were founded in 1909. On 12-14 May 1919, Ukrainian gangs attacked Jews. In 1939, under the Soviets, the J. pop. was 5",1847,,30.41666667,49.08333333,Pale,BUKI,221,Ziv,jg
208,GLC_LWW_BKWS,-496259,,Galicia,Sanok,Bukowsko,jews_arrived,17XX,1800,1700,1750,"Jews settled in the 18th cent., much of their livelihood revolving around the town's annual trade fairand later bolstered by the establishment of a dominant hasidic court connected with the Dynow dynasty. T",,,22.06666667,49.48333333,Galicia,BUKOWSKO,221,Shn,jg
209,GLC_TRN_BRKN,-1036638,,Galicia,Trembowla,Burkanów,POP,1921,1921,1921,1921,The J. pop. in 1921 was 110. The Jews were murdered locally or expelled to Podhajce for liquidation in fall 1942.,,,25.38333333,49.28333333,Galicia,BURKANOW,223,Shn,jg
210,GLC_STN_BRSZ,-1036656,,Galicia,Rohatyn,Bursztyn,jews_arrived,16EX,1650,1600,1625,Jews probably arrived in the early 17th cent. and enjoyed relatively secure conditions under the Polish kingdom. A committee for the redemption of prisoners was particularly active in the face of Tar,,,24.63333333,49.26666667,Galicia,BURSZTYN,99,Shn,jg
211,GLC_TRN_BSK,-1036687,,Galicia,Kamionka,Busk,first_mention,1454,1454,1454,1454,"Jews are already mentioned in 1454 and lived in relative security until the Chmielnicki massacres of 1648-49, which claimed around 100 J. lives. In the 18th cent., Jakob Frank (1726-91) visited the town and",,,24.63333333,49.96666667,Galicia,BUSK,224,Shn,jg
212,KLC_STP_BSK,-496307,,Kielce,Stopnica,Busk,jews_arrived,18LX,1900,1875,1875,"Jews settled in the late 19th cent., numbering 895 in 1897 and 1,464 (total 3,949) in 1921. Some became involved in the tourist trade with B.'s development as a health resort. A synagogue was established in 1930. In 1933,",,,20.71666667,50.46666667,Congress Poland,BUSKO,224,Shn,jg
213,GLC_LWW_BTL,-1035671,,Galicia,Turka,Butla,POP,1921,1921,1921,1921,The J. pop. in 1921 was 182. The Jews were deported via Turka or directly to the Belzec death camp in the second halfof 1942.,,,22.96666667,48.96666667,Galicia,BUTLA,225,Shn,jg
214,VLN_TRK_BTRM,-2613523,0407Bt1,Vilna,Troki,Butrimantsy,POP,1897,1897,1897,1897,"B., one of Lithuania's first J. communities, had a J. pop. of 1,919 (80% of the total) in 1897. Zionism was strong already in the Hovevei Zion period. With Lithuania's independence in 1918, a commu",,"מהקהילות העתיקות בליטא, פעילות של חובבי ציון, אגודת ישראל, קומוניסטים",24.25,54.5,Pale,BUTRIMONYS,225,Ziv,jg
215,KLS_SRD_BRZN,-496302,,Kalisz,Sieradz,Burzenin,jews_arrived,1793,1793,1793,1793,Jews first settled here in 1793; by 1884 the community had grown to 329. In 1941 the 180 Jews were deported to the ghetto in nearby Zdunska Wola.,,,18.83333333,51.46666667,Congress Poland,BUZHENIN,226,Shn,jg
216,KHR_TRS_BZNV,-1036734,4706Bz1,Kherson,Tiraspol,Buzinovo,POP,1897,1897,1897,1897,"The J. pop. was 235 (total 760) in 1897 and 63 in 1926. After occupying the town on 10 Aug. 1941, theNazis murdered the few Jews who had neither fled nor been evacuated.",18EX,,30.48333333,46.98333333,Pale,BUZINOVO,227,Ziv,jg
217,LBL_LBL_BYCH,-496341,,Lublin,Lublin,Bychawa,jews_present,16MX,1675,1650,1650,"Jews were present in themid-17th cent.,their pop. growing to 1,447 (total 1,837) in 1884. R. Nehemia Yehiel Rabinowitz, son of R. Yaakov Yitzhak of Przysucha (the holy Jew), founded a hasidic dynasty in B. in the mid-1",,,22.53333333,51.01666667,Congress Poland,BYCHAWA,227,Shn,jg
218,PRU_PSN_BRMB,-496361,,Preussen,Bydgoszcz,Bromberg,jews_arrived,1346,1346,1346,1346,Jews were invited to settle by King Casimir the Great in 1346 and engaged in the grain trade with Danzig (Gdansk). In 1555 they were expelled by King Sigismund III under local pressure and settled in nearby Fordon. Dur,,,18,53.15,Prussia,BYDGOSZCZ,227,Shn,jg
219,MGL_STR_STRY,-1942018,2302St2,Mogilev,Staro-Bykhov,Staryi Bykhov,community_present,16EX,1650,1600,1625,"An organized J. community was already in existence in the early 17th cent., suffering in the Chmielnicki massacres of 1648-49. In 1662 the community helped the Polish GeneralGrokhowski against the Russians.In appreci",16EX,,30.25,53.51666667,Pale,BYKHOV,227,Ziv,jg
220,KIV_KIV_BYSH,-1036778,1601By1,Kiev,Kiev,Byshev,POP,1765,1765,1765,1765,"The J. pop. was 142 in 1765 and 597 (total 3,523) in 1897. In 1926, under the Soviets, only 32 Jews remained. Those who had neither fled nor been evacuated perished under the occupation when the Germans arrived on 9 July 1",1765,,29.88333333,50.26666667,Pale,BYSHEV,228,Ziv,jg
221,VLN_VLN_BYST,-1942031,0401By1,Vilna,Vilnius,Bystritsa,jews_arrived,18LX,1900,1875,1875,few J. farmers settledin the late 19th cent. The J. pop. rose to 154 in 1919 as Jews opened stores and workshops between the World Wars. A ghetto was established by the Germans after their arrival i,18LX,,25.88333333,54.8,Pale,BYSTRZYCA,228,Ziv,jg
